Iteration	Posterior	Likelihood	Prior	clock_rate[1]	clock_rate[2]	clock_rate[3]	clock_rate[4]	extinction	kappa[1]	kappa[2]	kappa[3]	kappa[4]	Ne[1]	Ne[2]	Ne[3]	Ne[4]	Ne[5]	Ne[6]	Ne[7]	Ne[8]	Ne[9]	Ne[10]	Ne[11]	Ne[12]	Ne[13]	Ne[14]	Ne[15]	Ne[16]	Ne[17]	Ne[18]	Ne[19]	relativeExtinction	root	speciation
2760	-3000.63	-2840.02	-160.61	0.000352487	0.000371428	0.000683046	0.00122934	0.4167178	1.77631	2.57697	1.56971	0.916942	10	10	10	10	10	10	10	10	10	10	74.8056	112.446	37.0916	113.212	2.53072	60.5939	325.784	43.4151	2.43493	0.5508875	8.272924	0.756448
2770	-2990.82	-2836.87	-153.951	0.000371206	0.0007324	0.000618671	0.0016401	0.016363	3.19705	2.98445	1.74884	1.65307	10	10	10	10	10	10	10	10	10	10	36.1092	9.13346	212.323	364.894	3.01604	23.0001	148.554	165.711	1.19109	0.02981438	8.272924	0.5488291
2780	-3006.3	-2847.76	-158.54	0.000298644	0.000513069	0.000968004	0.00138717	0.422391	2.4722	1.20697	1.30841	1.29828	10	10	10	10	10	10	10	10	10	10	43.1034	30.821	141.767	123.721	3.91203	637.738	99.4355	117.731	3.40629	0.4417241	8.272924	0.9562327
2790	-3013.28	-2849.65	-163.632	0.000223552	0.000886533	0.00123381	0.00138036	1.761007	1.17029	5.01478	1.26561	1.31931	10	10	10	10	10	10	10	10	10	10	4.92694	100.739	31.5562	37.8092	2.18301	44.8667	495.318	73.3875	2.52574	0.8492043	8.272924	2.073715
2800	-2994.1	-2846.86	-147.243	0.000427695	0.000530904	0.000848858	0.00134238	0.4162322	3.64376	2.67346	0.830247	1.04839	10	10	10	10	10	10	10	10	10	10	31.1233	35.0122	44.0991	285.431	1.95088	148.454	127.289	7.78953	1.42665	0.576606	8.272924	0.7218659
2810	-2965.13	-2834.08	-131.047	0.000327682	0.000622477	0.000733509	0.00145135	0.1051883	1.98561	1.83019	1.38854	1.24352	10	10	10	10	10	10	10	10	10	10	33.8062	139.054	17.3192	71.3465	1.95211	178.078	27.9841	59.4571	0.940902	0.2086073	8.272924	0.5042405
2820	-2968.93	-2840.87	-128.057	0.000355929	0.000801803	0.000741008	0.00172095	0.3066077	3.07397	2.13292	4.16726	0.897399	10	10	10	10	10	10	10	10	10	10	5.83158	314.422	1.72573	7.19143	0.596182	93.6639	27.7751	115.203	0.983109	0.4186104	8.272924	0.7324415
2830	-2983.54	-2841.41	-142.129	0.000284413	0.000645078	0.000702647	0.0011375	0.3661274	1.71771	5.7242	2.39395	2.02323	10	10	10	10	10	10	10	10	10	10	93.6559	7.45206	36.6973	65.4465	1.80327	126.096	81.6823	375.157	1.65689	0.5640774	8.272924	0.6490729
2840	-2982.9	-2847.12	-135.774	0.000340997	0.000616845	0.00125372	0.0011928	0.07986845	1.16574	1.44597	2.52041	1.61919	10	10	10	10	10	10	10	10	10	10	72.6877	53.7667	7.96505	85.3622	1.60352	58.1741	8.19527	48.4542	1.46764	0.1715952	8.272924	0.465447
2850	-2982.21	-2846.72	-135.49	0.000262329	0.000568512	0.000661152	0.00122451	0.1807343	1.26879	1.86971	1.57956	0.954707	10	10	10	10	10	10	10	10	10	10	18.8149	37.3056	1.23479	216.236	1.93038	89.2455	107.891	4.89528	1.19105	0.4136849	8.272924	0.4368888
2860	-2985.05	-2846.07	-138.983	0.000360701	0.000585101	0.00092724	0.00097847	0.007676952	5.63145	3.69163	1.67353	1.40056	10	10	10	10	10	10	10	10	10	10	121.536	18.9522	15.5977	102.376	1.38082	20.5629	67.2474	53.5876	1.49461	0.01729938	8.272924	0.4437704
2870	-2980.78	-2842.43	-138.343	0.000313292	0.000694478	0.0010579	0.00134697	0.3294084	1.19695	1.85197	1.05763	0.962129	10	10	10	10	10	10	10	10	10	10	4.3144	54.1015	79.9035	89.1144	1.07418	16.6977	26.6934	292.283	2.65056	0.4538065	8.272924	0.7258786
2880	-2984.63	-2845.7	-138.931	0.000306373	0.000650868	0.00115009	0.000801791	0.1532408	2.79448	3.00725	1.24589	1.45604	10	10	10	10	10	10	10	10	10	10	27.9004	471.493	200.913	37.4888	0.489501	66.4288	23.9433	371.957	0.90189	0.2544187	8.272924	0.6023172
2890	-2968.99	-2850.55	-118.446	0.000215706	0.000863018	0.000763254	0.00132543	0.4961962	1.35347	4.30032	2.57772	0.921507	10	10	10	10	10	10	10	10	10	10	21.6656	15.3274	5.33093	289.99	0.597284	57.5581	114.194	26.8604	1.02512	0.6403792	8.272924	0.7748475
2900	-2972.38	-2841.9	-130.481	0.000307569	0.000633945	0.000820013	0.00117927	0.1500502	1.98062	5.51052	1.27387	2.11986	10	10	10	10	10	10	10	10	10	10	31.063	177.32	48.8066	83.2263	0.741024	59.5445	53.0639	113.408	1.77527	0.2693573	8.272924	0.5570674
2910	-2976.07	-2848.71	-127.358	0.000236776	0.000904911	0.000801515	0.00148609	0.1872087	1.23743	6.75327	3.27436	1.43312	10	10	10	10	10	10	10	10	10	10	157.986	19.1972	232.659	128.755	0.829507	31.4422	372.73	26.2172	1.10754	0.4729176	8.272924	0.3958591
2920	-2979.87	-2847.22	-132.653	0.000277909	0.000694577	0.00101538	0.00158526	0.1928924	1.96911	2.19873	1.61844	1.50385	10	10	10	10	10	10	10	10	10	10	318.365	123.613	17.3464	83.1737	0.507309	51.0498	56.0832	94.7279	1.48459	0.2840043	8.272924	0.6791882
2930	-2984.68	-2838.45	-146.236	0.000418905	0.000960018	0.000895555	0.00132743	0.1373168	1.67996	5.39364	1.36374	1.19519	10	10	10	10	10	10	10	10	10	10	51.7739	186.173	118.48	530.654	0.865007	123.182	197.065	134.04	1.80668	0.2864236	8.272924	0.4794185
2940	-2981.81	-2842.95	-138.866	0.000273297	0.000565633	0.000750134	0.00129413	0.4902554	1.22079	5.24223	3.17457	2.37417	10	10	10	10	10	10	10	10	10	10	247.855	75.1455	27.4761	169.806	2.22116	251.26	76.6095	59.0114	1.1721	0.5159069	8.272924	0.9502789
2950	-2979.48	-2851.11	-128.371	0.000348128	0.00117664	0.000949658	0.00147817	0.1057366	3.03444	1.47642	1.07083	1.70005	10	10	10	10	10	10	10	10	10	10	27.6898	47.1421	35.4214	212.063	0.900157	57.0081	140.151	45.7406	1.24623	0.1421101	8.272924	0.7440473
2960	-2991.9	-2851.85	-140.051	0.000293944	0.000637308	0.000673649	0.00145408	0.2176016	2.18265	3.26001	1.98135	0.928963	10	10	10	10	10	10	10	10	10	10	34.0277	97.4626	48.2735	18.0025	1.40432	33.3125	21.3319	382.559	1.59639	0.4464217	8.272924	0.4874351
2970	-3006.64	-2850.92	-155.714	0.000161332	0.000414511	0.000867934	0.00104127	0.08254037	1.63563	2.17628	3.56828	2.41048	10	10	10	10	10	10	10	10	10	10	71.8153	113.274	85.0447	9.12365	3.50528	6.3247	205.301	139.174	2.70563	0.1696451	8.272924	0.4865472
2980	-2992.88	-2836.89	-155.995	0.000326692	0.000628755	0.0013005	0.00141625	0.4398859	2.41728	3.19811	3.63292	1.67749	10	10	10	10	10	10	10	10	10	10	75.6471	233.481	134.578	104.811	0.958244	7.78103	200.967	94.3553	3.39041	0.5455981	8.272924	0.8062454
2990	-2990.22	-2842.19	-148.037	0.000541247	0.000923364	0.000769489	0.00107498	0.06019836	1.77295	1.83537	0.968278	1.84956	10	10	10	10	10	10	10	10	10	10	87.3927	100.772	53.6949	30.1379	0.983963	12.2726	37.6871	383.05	2.69886	0.1035679	8.272924	0.5812451
3000	-2998.51	-2846.32	-152.192	0.000326269	0.000870664	0.0010442	0.00109744	0.2148609	2.11222	8.439	1.9775	1.79243	10	10	10	10	10	10	10	10	10	10	438.646	59.4617	81.4395	442.193	1.41495	33.356	41.5987	65.0459	1.22929	0.5348113	8.272924	0.4017509
