Iteration	Posterior	Likelihood	Prior	clock_rate[1]	clock_rate[2]	clock_rate[3]	clock_rate[4]	extinction	kappa[1]	kappa[2]	kappa[3]	kappa[4]	Ne[1]	Ne[2]	Ne[3]	Ne[4]	Ne[5]	Ne[6]	Ne[7]	Ne[8]	Ne[9]	Ne[10]	Ne[11]	Ne[12]	Ne[13]	Ne[14]	Ne[15]	Ne[16]	Ne[17]	Ne[18]	Ne[19]	relativeExtinction	root	speciation
120	-3069.7	-2852.21	-217.487	0.00011324	0.00058901	0.000453877	0.000784249	0.3421479	3.03142	6.55936	4.21533	2.42927	10	10	10	10	10	10	10	10	10	10	19.6023	123.655	106.14	232.369	165.301	88.3892	96.535	22.9976	10.3355	0.4973848	8.272924	0.6878939
130	-3059.14	-2851.99	-207.15	0.000219722	0.000483348	0.000552571	0.000785405	0.1672702	3.57677	2.46975	3.18318	1.76268	10	10	10	10	10	10	10	10	10	10	17.89	91.328	91.223	200.49	206.632	78.1795	83.3344	15.5706	6.84849	0.3847429	8.272924	0.4347584
140	-3052.69	-2848.62	-204.068	0.00024934	0.000402061	0.000633635	0.000580937	0.7587127	3.50936	3.5084	1.01436	0.752084	10	10	10	10	10	10	10	10	10	10	16.2993	109.464	79.8338	162.229	205.305	88.2042	86.1855	14.8411	7.25811	0.8821761	8.272924	0.8600467
150	-3050.2	-2843.95	-206.249	0.000158413	0.000328464	0.000500805	0.00055868	0.392393	3.47822	1.56424	0.841723	2.47295	10	10	10	10	10	10	10	10	10	10	16.3366	103.265	96.7618	106.684	197.708	98.015	98.6137	16.0068	10.0244	0.5372977	8.272924	0.7303084
160	-3058.36	-2850.36	-208.003	0.000157883	0.00028595	0.00041126	0.000805404	0.01884718	4.43354	1.08307	2.25313	1.17778	10	10	10	10	10	10	10	10	10	10	20.394	84.5416	117.428	143.953	183.895	132.325	73.9412	12.845	9.84353	0.04264464	8.272924	0.4419589
170	-3053.73	-2847.41	-206.319	0.000126734	0.000509213	0.000577135	0.000663728	0.03158414	3.13443	2.37228	3.0128	1.02339	10	10	10	10	10	10	10	10	10	10	17.0838	73.9298	123.939	192.555	203.841	141.429	60.051	14.8096	11.394	0.08620219	8.272924	0.366396
180	-3060.29	-2854.77	-205.526	9.67079e-05	0.000409956	0.000694997	0.000725819	0.08694951	2.1886	1.6915	0.737321	1.58911	10	10	10	10	10	10	10	10	10	10	14.4336	74.9436	123.808	185.31	176.812	152.577	61.1904	15.677	9.29811	0.2911851	8.272924	0.2986057
190	-3055.78	-2851.64	-204.147	0.000212451	0.00022758	0.000412806	0.000927151	0.08918253	2.86622	2.13885	1.01921	2.45911	10	10	10	10	10	10	10	10	10	10	17.7323	71.4515	121.776	122.59	175.658	98.4837	45.6322	17.6776	8.0113	0.155096	8.272924	0.5750148
200	-3034.12	-2846.27	-187.843	0.000101299	0.000300456	0.000562836	0.00100235	0.03367112	1.15074	1.18953	1.35539	2.10425	10	10	10	10	10	10	10	10	10	10	19.7593	73.2784	120.292	150.555	174.021	86.606	38.5957	19.3881	7.19381	0.07083034	8.272924	0.4753771
210	-3046.1	-2836.98	-209.117	0.000115491	0.00040542	0.000503406	0.000789427	0.1733049	1.79777	4.38469	1.88497	1.48456	10	10	10	10	10	10	10	10	10	10	26.1812	161.066	136.095	82.9682	132.33	59.4932	41.6034	16.2964	9.30302	0.2344392	8.272924	0.7392316
220	-3034.13	-2840.12	-194.006	0.000160252	0.00022207	0.000419669	0.000792333	0.3028626	1.63896	2.17596	1.86434	1.32419	10	10	10	10	10	10	10	10	10	10	13.5101	108.421	180.756	122.837	79.4956	54.619	37.6428	18.9634	7.46539	0.6077392	8.272924	0.498343
230	-3039.26	-2842.44	-196.814	0.000156524	0.000285775	0.000482881	0.000640117	0.01640805	1.87781	3.51818	1.87587	1.44055	10	10	10	10	10	10	10	10	10	10	5.61896	114.36	271.691	154.762	96.4783	51.8442	48.2912	4.78272	6.90576	0.02296952	8.272924	0.7143399
240	-3040.41	-2843.63	-196.779	0.000113833	0.000494342	0.00027803	0.000634735	0.2257178	1.6019	3.81878	1.34246	2.11108	10	10	10	10	10	10	10	10	10	10	5.0586	106.042	294.236	90.3589	129.523	39.433	44.7165	4.38968	9.48816	0.5934831	8.272924	0.3803273
250	-3048.41	-2855.35	-193.064	0.000220398	0.000522114	0.000652989	0.000586397	0.1328708	1.8436	6.20049	1.39698	1.46055	10	10	10	10	10	10	10	10	10	10	5.56014	122.795	309.303	129.587	153.378	58.1273	70.2867	3.23403	7.53123	0.2571843	8.272924	0.5166365
260	-3040.14	-2840.85	-199.288	0.000152398	0.00040357	0.000621215	0.000873268	0.02804453	2.06982	10.7154	1.54361	1.2143	10	10	10	10	10	10	10	10	10	10	7.39008	229.683	266.692	81.7973	233.521	58.412	59.7661	2.73366	7.99621	0.1040831	8.272924	0.2694436
270	-3036.74	-2843.89	-192.85	0.000114004	0.000315986	0.000582814	0.000618336	0.02346599	1.37436	1.92981	1.23417	0.925223	10	10	10	10	10	10	10	10	10	10	7.92683	222.64	304.117	48.9657	157.898	48.4503	57.7377	4.18683	10.1639	0.06225051	8.272924	0.3769607
280	-3048.57	-2841.71	-206.86	0.000164534	0.000384857	0.000724824	0.000729844	0.1190038	1.10648	2.38862	1.08192	2.1582	10	10	10	10	10	10	10	10	10	10	10.144	219.587	251.175	60.1772	125.866	48.3326	49.7079	4.62406	7.18279	0.2615835	8.272924	0.4549363
290	-3046.19	-2847.34	-198.856	0.000194025	0.000334529	0.000576846	0.000931002	0.2077072	0.825039	1.06979	1.14182	2.12373	10	10	10	10	10	10	10	10	10	10	16.765	135.576	326.902	63.3409	63.7317	36.4318	62.9063	6.3856	8.20816	0.3788725	8.272924	0.5482245
300	-3045.29	-2844.32	-200.968	0.000111734	0.000422161	0.000471776	0.000798622	0.490883	1.03112	3.36769	1.62024	1.7469	10	10	10	10	10	10	10	10	10	10	18.2334	163.072	371.633	69.8463	116.303	36.5757	66.1841	3.5072	10.9842	0.7075214	8.272924	0.6938066
310	-3058.44	-2852.92	-205.523	0.000164034	0.000359569	0.00073197	0.000747471	0.5795996	3.46691	2.42064	2.49989	1.98059	10	10	10	10	10	10	10	10	10	10	19.5194	191.268	438.862	43.714	151.814	24.614	74.8203	4.93103	11.2247	0.6801302	8.272924	0.8521893
320	-3060.12	-2854.1	-206.015	0.000136965	0.000560048	0.000609094	0.000654539	0.1609741	2.75402	3.69493	3.90887	0.788021	10	10	10	10	10	10	10	10	10	10	13.7369	179.249	406.383	85.0879	198.662	44.466	74.9919	7.06004	10.3162	0.2928366	8.272924	0.5497062
330	-3068.98	-2857.5	-211.483	0.000114887	0.00036409	0.000656214	0.000709904	1.046331	1.24409	3.86547	2.09439	1.18776	10	10	10	10	10	10	10	10	10	10	19.1296	155.706	480.173	69.8336	222.637	106.201	57.9488	7.39892	12.7837	0.9579878	8.272924	1.092217
340	-3052.44	-2847.84	-204.608	0.000132922	0.000328813	0.00081842	0.000574657	0.1881084	1.69875	4.07903	1.76764	2.07408	10	10	10	10	10	10	10	10	10	10	18.0346	115.815	324.968	84.2325	206.769	109.436	93.029	13.2488	8.32363	0.3237537	8.272924	0.5810233
350	-3062.45	-2856.08	-206.368	9.26342e-05	0.000265054	0.000778583	0.000920522	0.3585837	1.84975	5.78573	1.94699	0.961045	10	10	10	10	10	10	10	10	10	10	24.8594	199.337	390.638	96.5604	193.753	75.3084	80.193	21.1696	8.3309	0.48134	8.272924	0.7449697
360	-3039.04	-2843.33	-195.703	0.000202217	0.000482855	0.00103874	0.000734746	0.300126	2.34927	4.9163	1.20618	1.46734	10	10	10	10	10	10	10	10	10	10	28.8078	281.755	383.072	127.743	228.525	62.1821	96.4267	20.2084	6.38485	0.4443104	8.272924	0.6754873
370	-3048.19	-2852.77	-195.412	0.00011088	0.000595566	0.000462104	0.000721265	0.1520557	1.28965	3.43035	1.6822	0.732663	10	10	10	10	10	10	10	10	10	10	24.9991	330.313	447.757	76.1037	164.481	33.8284	151.917	24.7156	8.21307	0.2482226	8.272924	0.6125781
380	-3053.89	-2844.09	-209.804	0.000272178	0.000440091	0.000431497	0.0007375	0.9409247	2.23088	3.71949	1.8726	1.18402	10	10	10	10	10	10	10	10	10	10	21.2449	335.692	475.456	92.1205	178.791	22.2313	105.916	25.5115	5.85611	0.7852648	8.272924	1.198226
390	-3052.08	-2848.83	-203.252	0.000180287	0.000392932	0.000590185	0.000701274	0.5968778	0.7241	4.36657	1.61381	0.8428	10	10	10	10	10	10	10	10	10	10	22.6155	285.129	237.368	115.077	123.324	28.4759	128.597	30.9771	6.2433	0.6975384	8.272924	0.8556917
400	-3048.98	-2843.18	-205.805	0.000132788	0.000478832	0.000905209	0.000854586	0.1241572	2.44019	3.87012	2.22855	1.3576	10	10	10	10	10	10	10	10	10	10	39.7366	390.239	306.395	155.054	149.611	29.3862	109.575	28.1633	9.52822	0.2112917	8.272924	0.5876104
410	-3048.78	-2841.21	-207.571	0.000184716	0.000376864	0.000604064	0.000760263	0.2756897	3.37035	1.61762	1.93281	1.5441	10	10	10	10	10	10	10	10	10	10	74.9086	297.503	213.041	181.768	66.9526	153.581	107.758	56.1493	6.017	0.4285944	8.272924	0.6432415
420	-3055.21	-2846.74	-208.467	0.000121828	0.000449434	0.000587824	0.000821078	0.3607417	1.18627	1.52858	1.18756	2.09803	10	10	10	10	10	10	10	10	10	10	96.4916	553.098	146.887	132.608	85.4158	59.3267	180.94	79.1539	10.223	0.3722389	8.272924	0.9691133
430	-3052.62	-2837.98	-214.64	0.000216568	0.000415864	0.000686147	0.000679698	0.02232484	2.50675	3.41347	2.11683	2.22581	10	10	10	10	10	10	10	10	10	10	123.054	298.174	103.719	90.8016	50.1065	62.5718	85.0082	63.1484	11.0936	0.06395266	8.272924	0.3490838
440	-3039.52	-2839.87	-199.647	0.00011883	0.00034058	0.000521748	0.000864194	0.1495739	1.31594	3.72522	2.26191	1.7806	10	10	10	10	10	10	10	10	10	10	44.1844	88.1683	87.4356	210.829	23.2686	159.946	10.3906	121.493	6.82992	0.3132007	8.272924	0.4775656
450	-3051.63	-2854.63	-196.999	6.43663e-05	0.000564364	0.000701864	0.000606755	0.06700039	3.41055	1.25007	2.56057	1.79289	10	10	10	10	10	10	10	10	10	10	52.2677	68.7257	202.744	234.314	11.0206	239.026	20.7679	114.119	6.33865	0.1562209	8.272924	0.4288824
460	-3061.09	-2846.86	-214.227	8.60285e-05	0.000339845	0.000569801	0.000490969	0.1083195	1.60073	1.40415	1.2917	1.48643	10	10	10	10	10	10	10	10	10	10	46.3869	65.9027	209.399	116.941	10.2364	125.824	58.1624	110.568	17.3984	0.2345384	8.272924	0.4618413
470	-3060.87	-2848.07	-212.796	0.000151217	0.00040169	0.000621812	0.000517513	0.1218094	0.712889	2.47279	1.58049	1.87902	10	10	10	10	10	10	10	10	10	10	30.2124	27.273	137.45	131.794	14.0759	162.506	55.815	133.499	14.4516	0.2313572	8.272924	0.5264992
480	-3054.86	-2845.57	-209.284	0.000120727	0.00048416	0.000516521	0.000578847	0.04700756	1.65489	3.34908	1.15205	2.01195	10	10	10	10	10	10	10	10	10	10	21.7682	59.9302	29.6146	116.821	6.57329	131.354	34.7706	176.534	10.4631	0.1112389	8.272924	0.4225821
490	-3060.22	-2848.58	-211.643	0.000147128	0.000389376	0.000533844	0.000590916	0.4391528	1.32292	2.98995	2.12028	1.89321	10	10	10	10	10	10	10	10	10	10	23.7665	122.275	49.9486	157.808	11.4342	235.714	99.7081	110.981	10.8231	0.5811985	8.272924	0.7555987
500	-3058.48	-2844.34	-214.145	0.000239458	0.000354753	0.000673145	0.000797467	0.2961782	3.21593	2.5576	0.94409	1.49876	10	10	10	10	10	10	10	10	10	10	43.2859	187.16	43.079	103.95	19.2248	108.451	280.076	89.2913	8.75526	0.6428102	8.272924	0.4607553
510	-3065.38	-2844.97	-220.41	0.000128739	0.000395309	0.000395001	0.000433613	0.217787	2.13627	1.06209	1.59865	1.0586	10	10	10	10	10	10	10	10	10	10	22.7917	121.621	25.966	167.694	9.80728	59.5349	190.257	54.0896	16.0008	0.3414112	8.272924	0.6379023
520	-3075.93	-2848.73	-227.195	9.27695e-05	0.00031406	0.000644671	0.000899126	1.254823	3.88059	2.30125	10.1362	1.0944	10	10	10	10	10	10	10	10	10	10	19.1404	124.252	36.4431	324.71	9.55511	68.3547	148.718	30.8276	18.989	0.7397288	8.272924	1.696328
530	-3062.76	-2846.7	-216.054	8.54747e-05	0.000177711	0.000813592	0.000695769	0.1815866	3.11636	1.38135	1.11795	2.01008	10	10	10	10	10	10	10	10	10	10	21.6746	73.3375	18.6641	221.325	4.96134	178.516	183.663	18.8252	14.5306	0.3587997	8.272924	0.5060946
540	-3052.92	-2844.25	-208.674	0.000182676	0.000437232	0.000386554	0.000630118	0.3748839	1.38401	1.82701	1.40753	1.2997	10	10	10	10	10	10	10	10	10	10	25.0491	99.1037	1.76774	337.911	3.59034	214.253	309.797	8.89225	17.2861	0.6378377	8.272924	0.5877419
550	-3047.65	-2842.04	-205.604	0.000221632	0.000408711	0.000638712	0.000829789	0.003262775	3.62845	3.85414	2.74523	2.45973	10	10	10	10	10	10	10	10	10	10	40.6149	158.217	13.2514	141.412	5.25161	220.921	172.643	8.44591	9.90175	0.0102749	8.272924	0.3175483
560	-3043.69	-2840.31	-203.385	0.000145862	0.000457687	0.000467991	0.000899328	0.5421388	3.27987	2.7082	0.949597	2.29826	10	10	10	10	10	10	10	10	10	10	36.7078	144.189	11.1088	82.1982	8.51227	159.54	206.229	10.7602	9.35358	0.650958	8.272924	0.8328322
570	-3040.96	-2844.17	-196.789	0.000205697	0.000446375	0.000346908	0.000841447	0.4815567	1.49502	2.34575	2.17057	2.42955	10	10	10	10	10	10	10	10	10	10	15.9624	116.508	6.22915	89.2701	20.1929	100.531	164.286	8.33349	9.28569	0.6826189	8.272924	0.7054547
580	-3025.41	-2839.35	-186.062	0.000104362	0.000567005	0.000476726	0.000710845	0.02052049	1.53992	1.48416	1.44457	1.31444	10	10	10	10	10	10	10	10	10	10	6.69507	133.624	5.89743	49.1814	11.9028	126.767	302.723	2.07874	6.95535	0.05313067	8.272924	0.3862268
590	-3009.28	-2839.4	-169.886	0.000133278	0.000660031	0.000622883	0.00112181	0.116442	2.01558	2.79282	1.19928	1.06245	10	10	10	10	10	10	10	10	10	10	5.94225	53.314	10.2842	30.4923	2.35076	70.8847	236.563	5.42755	3.48758	0.2028094	8.272924	0.5741449
600	-3020.77	-2845.8	-174.975	0.00016671	0.000343975	0.000404304	0.000892643	0.01084589	2.87893	4.04815	2.14824	1.73801	10	10	10	10	10	10	10	10	10	10	5.27745	71.3535	18.4915	18.104	2.11764	41.3868	194.875	6.74706	6.77705	0.02662261	8.272924	0.4073941
610	-3049.94	-2852	-197.942	0.000183533	0.000644873	0.000305193	0.000898363	0.4128151	1.09119	3.63287	0.760728	2.63256	10	10	10	10	10	10	10	10	10	10	55.988	122.82	10.9821	46.8021	2.32217	279.734	81.8146	93.332	11.3359	0.5159604	8.272924	0.8000908
620	-3038.49	-2843.6	-194.896	0.000220987	0.000589977	0.000618064	0.000834913	0.3535186	1.42824	2.75581	1.30435	1.7298	10	10	10	10	10	10	10	10	10	10	98.3895	28.2529	24.7785	33.8477	5.22069	73.7579	190.278	241.836	6.27371	0.4977756	8.272924	0.7101966
630	-3043.73	-2855.83	-187.903	0.00021195	0.000530537	0.000609151	0.000938317	0.1900307	1.76738	4.24943	2.6605	1.78444	10	10	10	10	10	10	10	10	10	10	91.6333	101.345	16.5754	64.0238	23.7059	34.512	42.4685	203.376	5.43244	0.3035033	8.272924	0.6261239
640	-3042.94	-2842.4	-200.549	0.000148195	0.000347896	0.000469695	0.000683136	0.1969407	3.51827	2.91279	1.49924	1.15913	10	10	10	10	10	10	10	10	10	10	95.3601	54.9562	19.4338	42.2685	1.55327	148.993	53.5829	57.8269	6.68101	0.3105702	8.272924	0.6341261
650	-3027.25	-2841.66	-185.587	0.00023172	0.000509785	0.000626996	0.000653753	0.5927838	1.23084	1.76301	1.91982	1.35162	10	10	10	10	10	10	10	10	10	10	101.471	76.9963	8.04332	144.61	1.95104	93.5275	10.0512	197.573	6.07314	0.5528011	8.272924	1.072327
660	-3051.8	-2847.21	-204.586	0.000179155	0.000452755	0.00039202	0.000550458	0.1327099	10.3114	2.72261	1.29926	1.50327	10	10	10	10	10	10	10	10	10	10	62.982	85.5423	38.5077	410.763	6.31581	61.818	3.18834	279.87	8.54222	0.2780955	8.272924	0.4772098
670	-3042.03	-2842.14	-199.893	0.000184497	0.000529103	0.000706533	0.000563662	0.217574	2.6401	1.76682	1.18073	1.69733	10	10	10	10	10	10	10	10	10	10	23.9759	409.179	7.06066	175.588	29.3191	115.911	2.80011	206.111	7.24057	0.4282565	8.272924	0.508046
680	-3037.44	-2847.82	-189.624	8.27094e-05	0.000487397	0.000580256	0.000572659	0.151182	3.60734	1.53983	1.34997	1.41744	10	10	10	10	10	10	10	10	10	10	55.4325	106.759	7.24032	115.87	70.0633	85.7776	47.7586	165.666	5.25145	0.2036323	8.272924	0.7424263
690	-3027.74	-2843.09	-184.648	0.000200007	0.000401171	0.000498233	0.000592095	0.1828444	1.42373	2.28706	1.35574	0.927512	10	10	10	10	10	10	10	10	10	10	217.798	123.885	4.6187	149.239	3.88981	53.2216	81.9391	187.946	5.30263	0.3414682	8.272924	0.5354655
700	-3038.27	-2848.35	-189.927	0.000198499	0.000949135	0.000362327	0.000700861	0.0423659	3.22467	2.74173	2.15992	1.20445	10	10	10	10	10	10	10	10	10	10	113.694	207.854	24.2823	156.86	11.2446	39.9754	51.0941	410.218	4.09636	0.1252651	8.272924	0.33821
710	-3040.2	-2844.86	-195.341	0.000166868	0.000360939	0.000472824	0.000578028	0.03038244	0.812955	5.37212	1.63736	2.3621	10	10	10	10	10	10	10	10	10	10	257.061	195.496	31.0419	107.207	18.3451	26.2135	49.7545	464.041	5.2493	0.0762828	8.272924	0.3982869
720	-3044.43	-2853.58	-190.851	0.000256479	0.000543313	0.00080119	0.00081257	0.08873553	1.96548	2.01319	1.14725	1.90123	10	10	10	10	10	10	10	10	10	10	59.7204	117.2	1.607	71.8753	3.92597	63.3726	279.708	55.9541	6.87924	0.255816	8.272924	0.3468725
730	-3045.71	-2855.6	-190.114	0.000229994	0.000601879	0.000898892	0.000978651	0.1323329	2.12113	5.68721	1.14932	2.93035	10	10	10	10	10	10	10	10	10	10	122.082	82.3038	18.7203	47.4839	15.6774	184.883	32.0087	41.3721	4.98987	0.191964	8.272924	0.6893631
740	-3042.9	-2847.38	-195.527	0.000295272	0.000382216	0.00081242	0.000921168	0.7789818	5.63474	2.20037	4.71268	2.49978	10	10	10	10	10	10	10	10	10	10	280.111	63.2786	90.3306	60.3577	115.294	338.713	12.7049	198.568	3.97109	0.7590084	8.272924	1.026315
750	-3036.13	-2846.2	-189.936	0.000175034	0.000390746	0.000775161	0.00113592	0.07299562	1.00651	2.2549	1.88989	1.06856	10	10	10	10	10	10	10	10	10	10	95.2783	40.9685	57.3362	56.7119	41.2028	455.291	10.2538	79.624	5.07384	0.1403012	8.272924	0.520278
760	-3027.86	-2853.12	-174.739	0.000124017	0.000445059	0.000788552	0.00116403	0.003249636	1.45226	3.18271	1.08826	0.959801	10	10	10	10	10	10	10	10	10	10	26.4118	49.9389	248.252	12.2938	26.349	197.103	3.83432	7.72587	4.69427	0.01115257	8.272924	0.2913799
770	-3001.53	-2840.53	-161	0.000204777	0.000473837	0.000562539	0.000850166	0.03764601	1.53246	2.17077	1.71294	1.77435	10	10	10	10	10	10	10	10	10	10	24.6547	110.641	52.8624	6.80846	69.0847	186.513	1.80584	12.3418	4.76559	0.08986957	8.272924	0.4188961
780	-3022.28	-2845.52	-176.762	0.000304911	0.000360405	0.00061747	0.000853009	0.008969373	0.561695	2.58306	2.86658	1.18974	10	10	10	10	10	10	10	10	10	10	21.3542	77.8598	21.9948	81.8507	44.6438	67.1305	3.17152	125.937	7.24834	0.03112541	8.272924	0.2881688
790	-3020.72	-2846.96	-173.765	0.000314972	0.000505223	0.000705259	0.00115725	0.438256	2.24055	4.27019	1.7276	2.32812	10	10	10	10	10	10	10	10	10	10	116.915	81.489	50.1765	85.2776	43.605	29.7849	1.91776	224.271	7.7107	0.5931475	8.272924	0.7388651
800	-3025.51	-2844.22	-181.291	0.000236295	0.000948498	0.000871772	0.00119559	0.1676119	3.17333	3.65464	1.37402	1.89998	10	10	10	10	10	10	10	10	10	10	48.2551	297.861	18.3422	465.497	24.3483	101.288	2.66502	160.541	5.52612	0.4437422	8.272924	0.3777235
810	-3012.54	-2838.08	-174.462	0.000141928	0.000463458	0.000521181	0.00100009	0.5293263	2.40172	2.20611	1.50516	1.37598	10	10	10	10	10	10	10	10	10	10	26.8571	319.924	188.616	173.489	3.38173	39.0403	1.25451	262.896	7.7809	0.6473953	8.272924	0.8176246
820	-3007.92	-2837.58	-170.332	0.000196918	0.000500349	0.000670583	0.00105114	0.04049129	2.4307	3.69002	3.59961	0.877359	10	10	10	10	10	10	10	10	10	10	49.9159	92.6346	65.9642	7.92308	45.6093	18.3142	2.56094	105.583	6.47528	0.06164158	8.272924	0.6568827
830	-3023.89	-2840.04	-183.845	0.000180163	0.000386185	0.000896031	0.000921617	0.695391	1.83509	2.83676	2.30527	1.00744	10	10	10	10	10	10	10	10	10	10	121.642	72.1136	162.421	15.5146	130.725	42.8446	4.06562	41.3346	11.4363	0.5740051	8.272924	1.211472
840	-3033.04	-2852.6	-180.435	0.000263164	0.000338637	0.000482625	0.000942425	0.04925767	4.72164	2.33434	2.05549	1.12879	10	10	10	10	10	10	10	10	10	10	8.17486	32.3557	108.837	88.47	188.965	144.786	4.64832	28.234	9.78869	0.09949588	8.272924	0.4950725
850	-3029.25	-2843.57	-185.678	0.000163718	0.000660251	0.000611053	0.00064352	0.2462519	3.97878	4.71433	2.88172	2.11044	10	10	10	10	10	10	10	10	10	10	61.8291	51.3194	326.995	118.342	40.9307	43.5746	3.96184	572.355	6.39157	0.3633623	8.272924	0.6777035
860	-3034.4	-2847.89	-186.503	0.000313986	0.000377409	0.000654165	0.000853067	0.3586732	3.27615	4.4931	1.64119	1.51571	10	10	10	10	10	10	10	10	10	10	192.417	50.1367	45.1583	190.274	11.1981	49.6649	4.92856	239.142	6.65512	0.5726692	8.272924	0.6263183
870	-3034.84	-2849.82	-185.026	0.000286901	0.000822062	0.000820048	0.000909613	0.7902115	1.87148	2.8339	1.95241	1.64604	10	10	10	10	10	10	10	10	10	10	17.8059	69.7489	24.6935	328.222	71.7569	115.771	9.56983	137.32	5.12385	0.7183744	8.272924	1.1
880	-3018.95	-2842.29	-176.656	0.000346282	0.000339895	0.000539966	0.000927307	0.04896175	1.13832	5.88057	1.1021	2.45894	10	10	10	10	10	10	10	10	10	10	71.6818	49.1126	143.07	99.1803	15.5631	4.19487	5.10958	57.8193	4.14169	0.09658835	8.272924	0.5069116
890	-3029.9	-2850.94	-178.963	0.000208632	0.000566168	0.000721482	0.000961632	0.1849541	4.28353	4.36219	1.86633	1.49972	10	10	10	10	10	10	10	10	10	10	36.7118	251.333	259.695	111.398	157.798	21.2355	3.13029	54.2628	3.76239	0.3515663	8.272924	0.5260859
900	-3017.42	-2856.51	-160.906	0.00030559	0.000721216	0.000411772	0.00104676	0.01600472	1.32187	1.72782	1.94411	1.37245	10	10	10	10	10	10	10	10	10	10	14.7388	144.09	57.5565	34.9307	89.1814	32.6821	1.17917	75.3882	5.036	0.02968183	8.272924	0.5392094
