Iteration	Replicate_ID	Posterior	Likelihood	Prior	clock_rate[1]	clock_rate[2]	clock_rate[3]	clock_rate[4]	extinction	kappa[1]	kappa[2]	kappa[3]	kappa[4]	Ne[1]	Ne[2]	Ne[3]	Ne[4]	Ne[5]	Ne[6]	Ne[7]	Ne[8]	Ne[9]	Ne[10]	Ne[11]	Ne[12]	Ne[13]	Ne[14]	Ne[15]	Ne[16]	Ne[17]	Ne[18]	Ne[19]	relativeExtinction	root	speciation
174	0	-2982.87	-2847.08	-135.792	0.000342463	0.000654938	0.0010083	0.00100297	0.07567175	1.94233	2.89272	1.95669	1.66755	10	10	10	10	10	10	10	10	10	10	405.197	51.567	95.7973	50.2659	0.570496	87.2095	73.5818	48.4524	2.37483	0.2179442	8.272924	0.347207
175	0	-2995.09	-2855.31	-139.778	0.00033764	0.000330029	0.000987252	0.000892327	0.1437419	0.934156	2.6335	0.959432	0.963095	10	10	10	10	10	10	10	10	10	10	181.727	24.0195	76.5883	64.4004	0.868838	37.8946	215.345	53.8289	2.23039	0.2433473	8.272924	0.590686
176	0	-3016.63	-2847.18	-169.449	0.000270516	0.000477549	0.000818211	0.000832166	0.02020744	2.23651	2.67952	3.41292	1.55213	10	10	10	10	10	10	10	10	10	10	262.545	191.241	19.8472	246.621	2.97346	107.085	112.517	151.657	5.96037	0.05598283	8.272924	0.3609579
177	0	-3003.7	-2847.89	-155.811	0.000298521	0.000573259	0.000566353	0.00114621	0.08062161	4.08814	1.23514	0.938604	1.66718	10	10	10	10	10	10	10	10	10	10	60.2718	142.549	74.8417	217.254	3.36697	52.2226	149.659	170.193	3.21179	0.1788497	8.272924	0.4507786
178	0	-2993.59	-2844.97	-148.614	0.000327246	0.000662239	0.000661651	0.00102567	0.3624471	2.36362	3.33646	3.7611	1.13235	10	10	10	10	10	10	10	10	10	10	164.627	99.9053	20.1438	33.3617	1.52286	214.871	11.5203	75.5205	3.53706	0.5377985	8.272924	0.6739458
179	0	-2981.73	-2838.48	-143.251	0.000288565	0.000700313	0.000884908	0.000967253	0.5270718	2.16407	2.07823	3.45217	1.48033	10	10	10	10	10	10	10	10	10	10	165.611	215.294	160.08	101.5	0.842656	161.278	222.697	90.8743	3.82366	0.5559196	8.272924	0.9481079
180	0	-2993.87	-2848.96	-144.908	0.000385814	0.000514523	0.000876745	0.000818593	0.1923598	0.7846	2.32684	1.68396	0.781609	10	10	10	10	10	10	10	10	10	10	60.5634	149.812	118.762	53.3722	1.50373	287.172	259.086	36.8359	2.84077	0.3197672	8.272924	0.6015619
181	0	-3003.49	-2843.53	-159.957	0.000213088	0.000526309	0.00103213	0.000874707	0.110804	1.62048	3.39916	0.954999	1.47324	10	10	10	10	10	10	10	10	10	10	182.531	5.8029	84.181	40.0711	3.15374	200.556	11.8248	259.601	1.96141	0.2272534	8.272924	0.487579
182	0	-2999.47	-2838.43	-161.041	0.000191019	0.000457242	0.000848349	0.00142572	0.2058651	2.58553	1.81677	2.31905	2.61568	10	10	10	10	10	10	10	10	10	10	121.031	102.728	11.5005	75.6717	2.32297	196.328	124.35	45.4717	1.84369	0.3971171	8.272924	0.518399
183	0	-3004.01	-2841.36	-162.647	0.000325006	0.000682651	0.000820771	0.000973088	0.05838438	6.08587	2.27401	4.27803	1.63628	10	10	10	10	10	10	10	10	10	10	224.61	254.993	31.3697	50.4053	1.38152	100.422	39.9586	8.15554	2.64856	0.1473118	8.272924	0.3963319
184	0	-2986.5	-2841.57	-144.936	0.000234164	0.000532001	0.00104023	0.0011755	0.2573211	2.84125	4.86503	3.26933	2.18955	10	10	10	10	10	10	10	10	10	10	120.474	86.839	5.87818	206.416	1.13892	134.019	54.0979	44.4444	1.72446	0.3474999	8.272924	0.7404926
185	0	-3012.61	-2853.72	-158.894	0.000155684	0.000385791	0.000807255	0.000849035	0.1611852	2.23068	3.36319	4.11522	1.66921	10	10	10	10	10	10	10	10	10	10	65.5194	67.3833	2.81464	34.2699	0.863328	87.3469	7.54801	105.459	5.64204	0.2448263	8.272924	0.6583653
186	0	-3000.08	-2835.03	-165.055	0.000215515	0.000807585	0.000851948	0.00119046	0.4344696	1.48295	4.22234	1.60058	1.73688	10	10	10	10	10	10	10	10	10	10	351.783	88.9523	33.6354	43.1253	1.11543	18.8848	102.687	28.0372	2.5379	0.4708778	8.272924	0.92268
187	0	-3001.2	-2846.81	-154.389	0.000313425	0.000973562	0.00104226	0.00115265	0.08143492	3.72933	2.24291	1.93063	1.83855	10	10	10	10	10	10	10	10	10	10	144.49	50.6134	50.286	86.4274	2.14295	63.2959	66.0063	16.2316	1.91403	0.1371421	8.272924	0.5937996
188	0	-3001.68	-2846.22	-155.458	0.000277879	0.000815813	0.000671887	0.00101429	0.5074166	0.836645	2.42062	0.483248	1.34897	10	10	10	10	10	10	10	10	10	10	328.243	182.999	2.26098	35.8932	1.71286	133.884	104.3	54.7166	3.01421	0.6199557	8.272924	0.8184722
189	0	-3007.57	-2845.19	-162.385	0.000334829	0.00061317	0.00059885	0.000880239	0.104664	1.51785	3.17274	1.51954	0.606988	10	10	10	10	10	10	10	10	10	10	30.3963	143.412	2.65638	480.395	4.62828	139.54	124.275	148.341	3.75552	0.2342915	8.272924	0.4467256
190	0	-2997.78	-2843.03	-154.742	0.000296461	0.000579504	0.000927182	0.000925374	0.034893	1.1189	3.68535	3.11112	1.36353	10	10	10	10	10	10	10	10	10	10	108.026	257.531	0.0939448	408.076	8.97758	138.693	63.422	114.271	3.71853	0.07554705	8.272924	0.4618711
191	0	-3011.98	-2855.76	-156.218	0.000380645	0.00057293	0.000773539	0.00103066	0.1618237	0.863463	4.88685	3.44056	1.26911	10	10	10	10	10	10	10	10	10	10	2.87549	46.2095	0.0500867	122.143	6.37907	50.674	14.1158	203.09	5.4039	0.2714281	8.272924	0.5961938
192	0	-3004.24	-2844.24	-159.997	0.000348601	0.000501659	0.000709028	0.00127308	0.02995168	1.3564	3.84604	1.49928	1.40928	10	10	10	10	10	10	10	10	10	10	22.0961	160.43	0.248955	312.741	29.3938	6.42014	7.7551	146.076	2.71677	0.06001151	8.272924	0.4990989
193	0	-3018.08	-2847.57	-170.512	0.000312547	0.000672595	0.000526156	0.00109209	0.06009082	1.29769	2.04544	1.3928	1.66395	10	10	10	10	10	10	10	10	10	10	1.43433	88.2346	1.79186	23.5946	5.55833	5.1454	4.99743	61.9381	5.86632	0.1405813	8.272924	0.4274454
194	0	-3018.34	-2838.74	-179.601	0.000368628	0.000662274	0.000662426	0.00109875	0.01516135	2.35218	2.9013	4.06111	1.8846	10	10	10	10	10	10	10	10	10	10	277.713	102.68	69.7822	107.019	6.06956	41.4983	50.7871	15.9027	5.43403	0.03668988	8.272924	0.4132296
195	0	-3012.18	-2841	-171.178	0.000271945	0.000454713	0.000739751	0.0012825	0.1466257	2.44336	1.68924	0.899257	1.2325	10	10	10	10	10	10	10	10	10	10	467.082	45.2593	77.167	139.074	3.68005	14.9789	34.7626	13.2916	4.89414	0.2778265	8.272924	0.5277598
196	0	-3012.74	-2841.98	-170.765	0.000278562	0.000855781	0.000779868	0.00130042	0.483423	2.44354	3.74208	1.5225	1.29015	10	10	10	10	10	10	10	10	10	10	113.123	161.256	20.7043	21.6499	3.52821	251.93	29.6562	29.3216	5.65889	0.6099972	8.272924	0.7925004
197	0	-3028.78	-2843.38	-185.401	0.000276886	0.000687082	0.00097925	0.0010208	0.7260656	1.7529	1.98035	2.46596	0.78445	10	10	10	10	10	10	10	10	10	10	180.617	185.672	12.5934	279.386	5.57012	126.996	28.7283	248.534	3.26073	0.6190132	8.272924	1.17294
198	0	-3023.61	-2841.84	-181.768	0.000258629	0.000504549	0.00092988	0.00103257	0.1812706	1.06676	5.37183	4.06809	1.97274	10	10	10	10	10	10	10	10	10	10	213.46	12.4869	42.307	173.189	6.03355	25.1679	52.1287	115.208	5.41523	0.327145	8.272924	0.5540985
199	0	-3031.99	-2849.63	-182.367	0.000214122	0.000705284	0.000669002	0.00110255	0.01023688	1.82979	5.75511	1.36525	1.97298	10	10	10	10	10	10	10	10	10	10	50.099	8.03453	51.6447	8.64329	12.4187	188.589	38.1416	20.6316	6.54687	0.02409266	8.272924	0.4248961
200	0	-3028.45	-2842.26	-186.194	0.000208451	0.000428496	0.000609534	0.000996672	0.4465206	1.68005	2.65044	2.02366	2.63703	10	10	10	10	10	10	10	10	10	10	104.154	118.923	73.8414	181.417	15.6837	14.689	11.7848	25.0343	2.92216	0.5402453	8.272924	0.8265145
201	0	-3003.83	-2842.14	-161.684	0.000266432	0.000615091	0.00100078	0.00143829	0.5224367	2.23022	4.71403	1.69736	1.13181	10	10	10	10	10	10	10	10	10	10	163.426	79.7435	74.8514	115.017	6.00795	42.2904	82.3992	94.9025	2.50801	0.6007724	8.272924	0.8696083
202	0	-3023.55	-2851.52	-172.031	0.000325139	0.000912477	0.001037	0.000972908	0.5532646	1.42565	1.66987	2.22983	1.25043	10	10	10	10	10	10	10	10	10	10	59.7046	3.10741	24.4013	101.411	5.42495	25.6088	130.27	160.531	5.00652	0.6194215	8.272924	0.8931956
203	0	-3026.26	-2851.06	-175.193	0.000133928	0.000707332	0.00101476	0.000746971	0.3218209	1.85068	5.63342	0.816352	0.954972	10	10	10	10	10	10	10	10	10	10	142.968	15.761	58.5006	15.2117	4.2119	134.951	156.142	12.0132	5.52177	0.518616	8.272924	0.620538
204	0	-3014.43	-2845.44	-168.989	0.000149867	0.000523372	0.000743811	0.000748257	1.792182	2.5007	0.847229	0.926685	1.00544	10	10	10	10	10	10	10	10	10	10	60.0209	149.437	131.429	25.2149	2.53791	47.0969	104.462	23.4276	3.90336	0.9428978	8.272924	1.900717
205	0	-3027.23	-2848.71	-178.511	0.000179065	0.000682061	0.00110989	0.00108019	0.1637443	1.53639	2.86447	1.52411	1.00074	10	10	10	10	10	10	10	10	10	10	203.123	443.41	243.49	69.817	4.68529	223.642	154.555	32.4001	3.86225	0.2452005	8.272924	0.6677976
206	0	-3037.24	-2847.8	-189.44	0.000209649	0.000999179	0.00120529	0.00087602	0.1205721	3.0388	3.68691	1.57466	2.00217	10	10	10	10	10	10	10	10	10	10	316.623	135.924	40.0851	83.9042	7.08426	55.9948	124.043	239.388	3.47913	0.2223028	8.272924	0.542378
207	0	-3024.22	-2838.69	-185.532	0.000193478	0.000482777	0.000492237	0.00104182	0.1759142	1.34494	2.42382	1.9583	1.40737	10	10	10	10	10	10	10	10	10	10	20.2187	76.4553	77.173	370.746	5.65758	227.012	156.332	41.3045	5.09541	0.305836	8.272924	0.5751913
208	0	-3036.28	-2857.47	-178.804	0.000202157	0.000446061	0.000965926	0.00132953	0.600942	1.46072	1.71974	2.37668	1.08715	10	10	10	10	10	10	10	10	10	10	55.3658	555.128	135.436	24.8857	2.15636	24.8238	297.861	92.4074	2.6651	0.6090562	8.272924	0.9866774
209	0	-3022.11	-2837.78	-184.328	0.000267987	0.000545401	0.000477108	0.00136193	0.2413007	3.02043	2.92809	1.40831	1.85685	10	10	10	10	10	10	10	10	10	10	57.7149	30.0434	48.9791	13.7224	7.85254	52.6546	55.5236	279.77	4.20377	0.3024033	8.272924	0.7979432
210	0	-3026.28	-2844.71	-181.573	0.000255312	0.000333622	0.000535941	0.00102344	0.7082378	1.93767	2.10405	1.52991	0.816513	10	10	10	10	10	10	10	10	10	10	156.444	21.6843	25.7837	161.97	5.87581	151.173	80.4076	295.212	5.05254	0.6135965	8.272924	1.15424
211	0	-3011.01	-2837.11	-173.895	0.00022168	0.00069852	0.000828063	0.00104356	0.2289878	4.65895	3.45601	1.56784	1.48221	10	10	10	10	10	10	10	10	10	10	11.7158	71.8659	7.78957	111.047	4.1967	82.6116	118.502	100.94	3.61369	0.4362084	8.272924	0.5249505
212	0	-3017.09	-2839.08	-178.009	0.000259434	0.000422479	0.000673589	0.000922599	0.4939569	1.91378	3.67261	2.73266	1.58775	10	10	10	10	10	10	10	10	10	10	74.6358	154.705	35.7612	6.95439	3.93998	252.812	51.4068	38.7881	4.84304	0.6109819	8.272924	0.808464
213	0	-3016.16	-2834.6	-181.566	0.000185121	0.000918665	0.000489804	0.000893727	0.01683181	2.6179	2.47502	1.18977	2.55225	10	10	10	10	10	10	10	10	10	10	68.1037	71.9511	2.39461	111.635	3.67036	287.35	352.733	25.4426	7.36113	0.0303347	8.272924	0.5548698
214	0	-3029.65	-2845.57	-184.075	0.000202504	0.000609854	0.000474468	0.000580414	0.3829462	1.1734	4.04446	2.18058	0.882824	10	10	10	10	10	10	10	10	10	10	47.8174	5.66834	86.2157	27.2435	10.2152	103.454	359.381	93.093	4.19571	0.5510904	8.272924	0.6948882
215	0	-3033.65	-2849.63	-184.013	0.000205217	0.000812163	0.00099218	0.000765127	0.1536509	2.2791	4.02177	4.69317	0.96154	10	10	10	10	10	10	10	10	10	10	395.753	15.2126	256.186	124.609	4.20787	57.7832	25.5519	63.6771	3.99453	0.2271442	8.272924	0.6764466
216	0	-3032.8	-2846.39	-186.416	0.000115536	0.000519202	0.000925371	0.000841185	0.2578932	3.36984	1.74235	1.70949	1.16812	10	10	10	10	10	10	10	10	10	10	52.4422	58.0602	65.9913	10.3972	5.53943	84.7478	201.075	65.6302	7.34298	0.4870946	8.272924	0.529452
217	0	-3005.43	-2841.29	-164.14	0.000124743	0.00066725	0.00067617	0.0010163	0.4253454	2.92539	2.08014	0.666614	1.82787	10	10	10	10	10	10	10	10	10	10	113.55	49.4194	12.6358	101.14	2.21594	107.243	105.516	98.1381	5.35368	0.4693299	8.272924	0.9062824
218	0	-3005.99	-2844.26	-161.723	0.000244472	0.00044294	0.000503344	0.00115438	0.1995955	4.84165	4.61554	1.19761	2.37819	10	10	10	10	10	10	10	10	10	10	17.2569	71.0896	0.91159	74.455	2.0086	5.00294	35.9312	55.4803	9.3559	0.3616998	8.272924	0.5518265
219	0	-3032.9	-2845.22	-187.676	0.000266467	0.000458729	0.0007837	0.000550504	0.1327654	1.03253	6.85655	2.11464	1.38094	10	10	10	10	10	10	10	10	10	10	123.18	59.1833	50.4313	95.804	5.19672	11.4738	289.05	368.739	6.20605	0.3796265	8.272924	0.3497263
220	0	-3017.71	-2842.13	-175.582	0.000158955	0.000748997	0.000475539	0.000867877	0.5126977	1.10285	4.10562	2.83695	1.36583	10	10	10	10	10	10	10	10	10	10	146.86	120.6	51.334	144.122	3.27549	87.9686	81.9757	180.809	3.07915	0.4920924	8.272924	1.041873
221	0	-3011.57	-2840.9	-170.673	0.000181577	0.00077907	0.00094256	0.00111817	0.06023771	1.73262	4.55654	1.90145	1.60776	10	10	10	10	10	10	10	10	10	10	70.4819	89.1111	81.595	98.9658	5.04982	70.2788	118.618	13.2091	2.51038	0.1378718	8.272924	0.4369109
222	0	-3014.38	-2852.13	-162.252	0.000269362	0.000664856	0.000855655	0.00101541	0.3820346	1.76296	2.77793	1.66922	1.82931	10	10	10	10	10	10	10	10	10	10	68.4472	130.03	42.1794	147.63	4.94629	105.374	95.9471	29.1914	3.38102	0.598092	8.272924	0.6387556
223	0	-3003.18	-2840.4	-162.785	0.0002743	0.000535251	0.000565449	0.0011377	1.06395	0.977763	3.4838	1.14097	2.11254	10	10	10	10	10	10	10	10	10	10	103.695	88.6042	238.386	250.178	1.66484	261.518	149.828	77.7312	4.38084	0.667989	8.272924	1.592766
224	0	-3023.64	-2839.78	-183.862	0.000231486	0.000570983	0.000601975	0.00136521	0.1032749	4.12734	1.64343	1.36028	1.41996	10	10	10	10	10	10	10	10	10	10	1045.05	117.203	3.54955	33.2768	5.38547	175.131	206.676	67.7897	4.13823	0.1649133	8.272924	0.6262376
225	0	-3008.18	-2843.7	-164.479	0.000349242	0.000578262	0.00132494	0.00147455	0.2030213	1.10056	1.74825	3.22957	1.38599	10	10	10	10	10	10	10	10	10	10	123.342	117.343	24.2761	44.6101	4.10476	165.899	15.1285	93.2556	5.23732	0.2840439	8.272924	0.7147533
226	0	-2998.16	-2842.16	-155.999	0.000469865	0.000487843	0.000791144	0.00102587	0.07564578	3.83951	1.21857	2.15084	1.19002	10	10	10	10	10	10	10	10	10	10	20.676	333.325	11.2639	158.626	2.18939	83.4846	213.972	377.2	2.31854	0.1206855	8.272924	0.6268011
227	0	-3013.32	-2848.24	-165.083	0.000244011	0.000791447	0.000897485	0.00134588	0.6587707	0.814029	3.52881	1.52653	1.73178	10	10	10	10	10	10	10	10	10	10	284.298	19.8276	8.40368	102.335	2.29272	113.578	281.914	100.483	4.20325	0.7890233	8.272924	0.8349192
228	0	-3007.07	-2840.61	-166.46	0.000317098	0.000579436	0.00054405	0.000952377	0.9321565	3.34379	1.84649	1.6605	1.42685	10	10	10	10	10	10	10	10	10	10	14.7162	75.4963	195.099	15.8719	5.35302	57.6351	14.0336	2.32779	2.90961	0.7082662	8.272924	1.31611
229	0	-3001.86	-2837.94	-163.924	0.000436658	0.000614951	0.000819921	0.000934856	0.08502338	3.35164	5.21781	2.48977	1.36689	10	10	10	10	10	10	10	10	10	10	57.5878	615.288	2.29023	79.5636	3.68148	109.283	38.9555	81.2669	3.3489	0.1818887	8.272924	0.4674472
230	0	-3013.59	-2844.11	-169.48	0.000347853	0.000514767	0.000517565	0.0010513	0.009425047	1.58115	2.70774	2.8017	1.74278	10	10	10	10	10	10	10	10	10	10	119.599	110.537	182.111	114.967	5.01658	99.9003	437.329	8.58885	3.91024	0.02005978	8.272924	0.4698481
231	0	-3022.62	-2847.03	-175.589	0.000115357	0.000397461	0.00097465	0.00125946	0.5342183	2.49198	2.39053	1.69355	2.06311	10	10	10	10	10	10	10	10	10	10	28.9965	85.7172	114.364	91.243	7.17314	222.981	137.296	109.395	2.55531	0.7435316	8.272924	0.7184877
232	0	-3005.33	-2838.79	-166.543	0.000293884	0.000486576	0.00110759	0.00116963	0.5956961	3.98134	4.55668	1.5563	1.41341	10	10	10	10	10	10	10	10	10	10	143.856	272.773	18.4102	67.5209	3.17847	6.27062	6.93023	18.362	3.91483	0.5710741	8.272924	1.043115
233	0	-3014.72	-2847.28	-167.435	0.000251722	0.000717115	0.000568228	0.00130026	0.4373639	6.33252	6.73738	1.22562	1.30882	10	10	10	10	10	10	10	10	10	10	41.5022	182.74	106.451	46.5602	5.12353	339.339	55.4876	71.2618	2.60335	0.4663313	8.272924	0.9378823
234	0	-2995.58	-2841.2	-154.381	0.000222736	0.000722379	0.000910704	0.000956277	0.5334096	3.55335	1.65388	0.759212	2.162	10	10	10	10	10	10	10	10	10	10	571.788	2.94239	47.3212	14.7455	1.54709	84.4144	42.974	9.64936	1.77747	0.6262576	8.272924	0.8517415
235	0	-3007.96	-2843.13	-164.831	0.000422409	0.00054826	0.00082787	0.000955394	0.3892559	2.1142	2.0106	1.19284	1.75157	10	10	10	10	10	10	10	10	10	10	50.6052	1.92369	247.838	267.294	6.45942	159.687	107.229	70.8622	2.35539	0.4516721	8.272924	0.8618108
236	0	-2998.39	-2840.45	-157.94	0.00032847	0.000848742	0.000952121	0.000906143	0.1748968	3.86161	2.64122	1.85228	1.67301	10	10	10	10	10	10	10	10	10	10	125.399	327.038	362.796	133.837	2.34546	163.681	104.149	38.0532	2.43179	0.2901035	8.272924	0.6028773
237	0	-2992.85	-2850.5	-142.353	0.000174281	0.000544839	0.00135307	0.00105928	0.1911636	2.66888	1.31845	2.4633	1.5108	10	10	10	10	10	10	10	10	10	10	57.5592	120.547	121.713	81.2457	2.77083	113.278	169.373	115.285	1.74965	0.2782319	8.272924	0.6870659
238	0	-3000.59	-2842.01	-158.577	0.000308474	0.000640809	0.000793683	0.00100605	0.05480192	1.82265	3.90209	2.36513	2.11219	10	10	10	10	10	10	10	10	10	10	89.4359	58.5997	52.1175	105.972	3.2252	74.4438	386.754	38.0679	2.82674	0.1109832	8.272924	0.4937855
239	0	-2985.79	-2840.93	-144.861	0.000285794	0.000363559	0.000756281	0.00128886	0.1876228	1.10216	1.1677	1.40418	1.39305	10	10	10	10	10	10	10	10	10	10	9.81944	124.591	36.0032	128.744	3.66916	105.501	42.9077	99.4875	1.59948	0.3859057	8.272924	0.4861883
240	0	-3011.18	-2843.26	-167.925	0.000268742	0.00048782	0.000969927	0.000894127	0.1040355	1.4443	2.74752	2.97254	1.40755	10	10	10	10	10	10	10	10	10	10	200.523	8.00053	21.389	230.026	6.58107	268.226	81.1036	122.175	4.29833	0.1874236	8.272924	0.5550822
241	0	-3008.01	-2843.88	-164.125	0.000280183	0.000469463	0.00103271	0.00109504	0.08052334	1.001	2.68711	2.72551	1.37893	10	10	10	10	10	10	10	10	10	10	110.543	581.869	63.9122	107.728	5.85949	167.015	139.951	76.9769	2.74255	0.2080745	8.272924	0.3869928
242	0	-2994.8	-2839.64	-155.167	0.000295215	0.000962639	0.000969163	0.00111273	0.05547541	2.37874	7.51997	1.67456	1.00593	10	10	10	10	10	10	10	10	10	10	437.549	23.0233	57.2538	219.859	2.63864	8.3429	85.9147	60.7756	1.77102	0.1009786	8.272924	0.5493781
243	0	-2996.38	-2841.52	-154.856	0.00024594	0.000601691	0.000574763	0.000848957	0.2431764	2.3856	1.22378	3.52971	1.29236	10	10	10	10	10	10	10	10	10	10	71.7996	79.7548	22.2901	176.093	3.08111	102.054	95.691	174.049	2.24417	0.3428051	8.272924	0.7093723
244	0	-3012.03	-2844.27	-167.763	0.00021995	0.000974625	0.00117038	0.000931601	0.6611903	3.05753	3.42247	4.05185	1.64569	10	10	10	10	10	10	10	10	10	10	18.491	217.176	182.232	420.846	3.73747	69.5106	139.27	274.37	1.37627	0.6254688	8.272924	1.057111
245	0	-3009.15	-2838.43	-170.728	0.000318205	0.00063907	0.000700863	0.00113627	0.5897223	5.1395	4.71316	1.2494	1.33004	10	10	10	10	10	10	10	10	10	10	239.099	38.597	26.755	113.289	2.43908	6.19845	15.8009	219.167	5.75725	0.7181894	8.272924	0.8211237
246	0	-3022.81	-2847.87	-174.943	0.000195481	0.000603851	0.000874648	0.00101712	0.3912424	1.06486	2.67991	2.93191	1.44277	10	10	10	10	10	10	10	10	10	10	185.37	8.01124	194.283	330.66	3.90833	3.61408	151.268	108.287	5.15725	0.6703342	8.272924	0.5836527
247	0	-3000.43	-2840	-160.431	0.000326741	0.000528323	0.00102151	0.000945841	0.7204183	2.274	5.18414	2.33415	0.891658	10	10	10	10	10	10	10	10	10	10	78.8883	368.238	87.4257	81.4362	2.1041	76.62	91.6464	155.427	2.30021	0.6241671	8.272924	1.154207
248	0	-2991.7	-2843.98	-147.72	0.000187356	0.000725054	0.000978709	0.000833679	1.022138	2.453	4.4673	3.49202	1.21972	10	10	10	10	10	10	10	10	10	10	244.489	151.59	44.248	214.219	1.00878	35.7584	229.173	71.9591	1.95632	0.7459649	8.272924	1.370223
249	0	-2996.69	-2847.02	-149.677	0.000431269	0.000421336	0.000978518	0.000918775	0.2753181	2.08471	5.12208	2.4205	0.858705	10	10	10	10	10	10	10	10	10	10	50.457	113.924	85.6688	18.2147	1.22461	126.184	80.2011	123.339	2.4365	0.7649926	8.272924	0.3598964
250	0	-2991.62	-2842.07	-149.558	0.000318869	0.000682692	0.000882441	0.00103441	0.6127485	2.0617	2.27693	1.54979	1.25362	10	10	10	10	10	10	10	10	10	10	323.842	36.9689	170.944	60.7198	1.14035	8.52296	62.062	3.17482	4.39268	0.8927271	8.272924	0.6863782
251	0	-3006.89	-2843.02	-163.878	0.000313245	0.000700017	0.00124067	0.000930101	0.7811276	1.03404	8.65939	1.68156	0.989627	10	10	10	10	10	10	10	10	10	10	456.049	125.713	58.713	123.73	1.31779	46.6617	18.526	46.2512	5.68283	0.7937946	8.272924	0.9840425
252	0	-3010.21	-2847.68	-162.53	0.000201254	0.000649853	0.00115088	0.00105	1.109443	4.12968	2.30101	0.655913	1.13212	10	10	10	10	10	10	10	10	10	10	50.4584	93.1752	17.2696	75.8926	5.40869	71.9236	22.0455	94.4904	2.26727	0.890116	8.272924	1.246403
253	0	-3009.21	-2849.54	-159.667	0.000280984	0.000499972	0.000509173	0.000936975	0.7850807	0.807143	2.74409	1.79863	1.19059	10	10	10	10	10	10	10	10	10	10	121.849	237.134	223.648	66.9491	3.05182	68.9528	48.6075	114.743	2.76083	0.6829881	8.272924	1.149479
254	0	-3014.07	-2855.24	-158.832	0.000322643	0.000499627	0.000887764	0.00112548	0.1800174	0.720276	4.82636	1.05463	0.680029	10	10	10	10	10	10	10	10	10	10	113.235	164.512	6.26743	40.7778	2.75353	144.474	68.0278	131.472	3.84438	0.4248774	8.272924	0.4236926
255	0	-3014.91	-2853.6	-161.317	0.000362252	0.00113259	0.00107882	0.00123627	0.09589573	2.92639	2.58743	3.19359	2.49885	10	10	10	10	10	10	10	10	10	10	82.9555	103.582	4.25315	41.4456	3.22709	66.0767	132.826	310.841	1.67944	0.1329598	8.272924	0.7212383
256	0	-3001.28	-2844.98	-156.302	0.000429548	0.000700438	0.00070535	0.00106221	0.007985292	1.34977	2.32621	1.30546	2.1441	10	10	10	10	10	10	10	10	10	10	13.4381	349.564	176.402	67.4623	3.61535	40.9853	81.7483	124.522	2.11473	0.01623185	8.272924	0.491952
257	0	-3030.05	-2854.96	-175.091	0.000238382	0.000580123	0.0012276	0.00103378	0.1217661	2.59473	2.33122	1.0319	2.40498	10	10	10	10	10	10	10	10	10	10	163.771	23.899	166.91	747.934	5.54503	10.5555	3.3737	191.239	4.15347	0.2569489	8.272924	0.4738922
258	0	-2998.9	-2842.73	-156.167	0.000191013	0.000767011	0.000853373	0.000727212	0.3580045	3.56329	2.85466	1.53042	1.65602	10	10	10	10	10	10	10	10	10	10	129.056	42.1537	141.867	77.6345	2.22011	294.368	154.411	184.655	2.81469	0.6302791	8.272924	0.5680094
259	0	-3016.09	-2845.27	-170.817	0.000208705	0.000474654	0.000634577	0.00170147	0.07556806	0.909813	4.17842	1.34934	1.01518	10	10	10	10	10	10	10	10	10	10	90.9408	143.561	23.0686	92.1763	3.22959	37.2845	269.986	222.178	3.04861	0.1369654	8.272924	0.5517308
260	0	-3013.15	-2842.8	-170.354	0.000182601	0.000932817	0.00058464	0.000986179	0.3335627	3.51025	3.97876	2.24445	1.29122	10	10	10	10	10	10	10	10	10	10	18.9124	12.8183	88.9943	32.85	4.78487	111.371	34.2966	125.239	3.82188	0.4874207	8.272924	0.6843425
261	0	-3020.57	-2851.26	-169.307	0.000386944	0.000644422	0.000804958	0.00115787	0.6494517	2.19323	2.99982	2.32229	0.544552	10	10	10	10	10	10	10	10	10	10	168.65	69.1145	26.314	59.3797	4.14	220.985	73.0495	45.3417	2.58409	0.7578406	8.272924	0.8569768
262	0	-2993.99	-2843.58	-150.41	0.000330022	0.000876858	0.00114783	0.000987368	0.6830864	3.50861	2.29328	0.944744	1.22211	10	10	10	10	10	10	10	10	10	10	57.7315	9.10995	36.0398	103.479	2.34109	32.5456	99.0137	92.905	1.95555	0.8805638	8.272924	0.7757375
263	0	-3016.73	-2857.56	-159.165	0.00045678	0.000973975	0.000611821	0.00116257	0.08302666	4.78241	1.08192	0.697249	1.02023	10	10	10	10	10	10	10	10	10	10	94.4094	2.81159	169.253	142.17	7.5177	35.9832	86.2397	152.984	2.34117	0.1578277	8.272924	0.5260587
264	0	-3022.5	-2850.72	-171.775	0.000197954	0.000911145	0.000953666	0.00109699	0.06544389	1.18531	4.28897	2.85427	1.05972	10	10	10	10	10	10	10	10	10	10	19.7742	37.426	437.501	190.589	4.00886	402.764	11.4623	35.5979	2.95346	0.1037168	8.272924	0.6309862
265	0	-3009.09	-2847.87	-161.225	0.000307908	0.000993089	0.000843715	0.00105752	1.029585	4.22354	3.56628	1.03528	1.03122	10	10	10	10	10	10	10	10	10	10	4.92416	136.763	79.1805	47.6956	2.52656	34.1454	125.529	81.5339	3.4542	0.7348513	8.272924	1.40108
