Iteration	Replicate_ID	Posterior	Likelihood	Prior	clock_rate[1]	clock_rate[2]	clock_rate[3]	clock_rate[4]	extinction	kappa[1]	kappa[2]	kappa[3]	kappa[4]	Ne[1]	Ne[2]	Ne[3]	Ne[4]	Ne[5]	Ne[6]	Ne[7]	Ne[8]	Ne[9]	Ne[10]	Ne[11]	Ne[12]	Ne[13]	Ne[14]	Ne[15]	Ne[16]	Ne[17]	Ne[18]	Ne[19]	relativeExtinction	root	speciation
266	0	-3020.99	-2844.8	-176.185	0.000226472	0.000335948	0.00123617	0.000910086	0.09534989	2.79162	4.2569	2.71686	1.65569	10	10	10	10	10	10	10	10	10	10	85.7968	24.0488	35.2967	59.5014	3.41833	381.523	20.4246	318.871	3.79706	0.1672342	8.272924	0.5701578
267	0	-3011.88	-2843.99	-167.886	0.000371029	0.000636467	0.00101491	0.000781948	0.5964482	4.11641	1.19807	1.61338	2.44695	10	10	10	10	10	10	10	10	10	10	65.0763	137.637	303.692	71.144	2.80153	111.452	72.9228	189.227	3.22973	0.5531681	8.272924	1.07824
268	0	-3011.62	-2841.64	-169.979	0.000516171	0.000649295	0.000856307	0.00113061	0.06742433	2.07094	1.82314	1.52183	2.53862	10	10	10	10	10	10	10	10	10	10	65.7612	110.438	62.6996	26.2415	3.80038	95.4167	103.957	320.368	3.44156	0.138611	8.272924	0.4864285
269	0	-3000.69	-2837.09	-163.598	0.000172662	0.00100449	0.00076368	0.00119245	0.248719	1.8553	3.49099	2.64404	1.34705	10	10	10	10	10	10	10	10	10	10	62.4457	68.1397	235.692	10.0227	5.45775	31.1779	42.9923	27.4885	2.62763	0.4213309	8.272924	0.5903176
270	0	-3013.47	-2840.42	-173.047	0.000281048	0.000755023	0.00147393	0.00119142	0.7487449	1.68434	2.68189	1.61813	2.70271	10	10	10	10	10	10	10	10	10	10	74.0835	27.182	374.101	19.9012	3.64463	213.065	257.109	106.867	3.32777	0.8784918	8.272924	0.8523071
271	0	-3012.01	-2849.04	-162.969	0.000409678	0.000465818	0.00127972	0.00122485	0.05726333	1.2843	2.02379	2.36106	1.00203	10	10	10	10	10	10	10	10	10	10	14.6258	384.647	40.0816	58.0233	4.84963	4.72116	32.9949	25.3223	2.02796	0.125722	8.272924	0.4554759
272	0	-3001.38	-2840.12	-161.266	0.000208139	0.000628036	0.000633102	0.00113719	0.1206601	3.02873	4.71871	1.16628	1.64852	10	10	10	10	10	10	10	10	10	10	28.7729	19.2439	15.108	12.8967	7.73965	68.148	222.271	58.2132	1.76746	0.2461289	8.272924	0.4902312
273	0	-3011.4	-2841.58	-169.823	0.000223098	0.000758676	0.000930282	0.00122834	0.5215056	0.367772	3.32471	2.53489	1.15941	10	10	10	10	10	10	10	10	10	10	210.392	20.9096	30.4352	213.763	3.22119	241.381	383.702	65.3504	2.89183	0.6952928	8.272924	0.7500518
274	0	-2993.14	-2846.32	-146.821	0.000419809	0.000646864	0.00100465	0.00126222	0.284529	2.74823	1.70427	1.43743	1.87473	10	10	10	10	10	10	10	10	10	10	269.777	70.335	96.3927	108.147	5.44403	91.6871	20.8942	120.689	2.26206	0.4726498	8.272924	0.6019871
275	0	-2995.98	-2842.9	-153.08	0.00024404	0.000639097	0.00126972	0.0010706	0.3464729	1.2634	6.10273	1.45164	2.16343	10	10	10	10	10	10	10	10	10	10	22.0381	50.3208	97.2421	238.822	3.4197	16.1859	68.5516	152.025	1.5013	0.4577349	8.272924	0.7569291
276	0	-3000.63	-2840.02	-160.61	0.000352487	0.000371428	0.000683046	0.00122934	0.4167178	1.77631	2.57697	1.56971	0.916942	10	10	10	10	10	10	10	10	10	10	74.8056	112.446	37.0916	113.212	2.53072	60.5939	325.784	43.4151	2.43493	0.5508875	8.272924	0.756448
277	0	-2990.82	-2836.87	-153.951	0.000371206	0.0007324	0.000618671	0.0016401	0.016363	3.19705	2.98445	1.74884	1.65307	10	10	10	10	10	10	10	10	10	10	36.1092	9.13346	212.323	364.894	3.01604	23.0001	148.554	165.711	1.19109	0.02981438	8.272924	0.5488291
278	0	-3006.3	-2847.76	-158.54	0.000298644	0.000513069	0.000968004	0.00138717	0.422391	2.4722	1.20697	1.30841	1.29828	10	10	10	10	10	10	10	10	10	10	43.1034	30.821	141.767	123.721	3.91203	637.738	99.4355	117.731	3.40629	0.4417241	8.272924	0.9562327
279	0	-3013.28	-2849.65	-163.632	0.000223552	0.000886533	0.00123381	0.00138036	1.761007	1.17029	5.01478	1.26561	1.31931	10	10	10	10	10	10	10	10	10	10	4.92694	100.739	31.5562	37.8092	2.18301	44.8667	495.318	73.3875	2.52574	0.8492043	8.272924	2.073715
280	0	-2994.1	-2846.86	-147.243	0.000427695	0.000530904	0.000848858	0.00134238	0.4162322	3.64376	2.67346	0.830247	1.04839	10	10	10	10	10	10	10	10	10	10	31.1233	35.0122	44.0991	285.431	1.95088	148.454	127.289	7.78953	1.42665	0.576606	8.272924	0.7218659
281	0	-2965.13	-2834.08	-131.047	0.000327682	0.000622477	0.000733509	0.00145135	0.1051883	1.98561	1.83019	1.38854	1.24352	10	10	10	10	10	10	10	10	10	10	33.8062	139.054	17.3192	71.3465	1.95211	178.078	27.9841	59.4571	0.940902	0.2086073	8.272924	0.5042405
282	0	-2968.93	-2840.87	-128.057	0.000355929	0.000801803	0.000741008	0.00172095	0.3066077	3.07397	2.13292	4.16726	0.897399	10	10	10	10	10	10	10	10	10	10	5.83158	314.422	1.72573	7.19143	0.596182	93.6639	27.7751	115.203	0.983109	0.4186104	8.272924	0.7324415
283	0	-2983.54	-2841.41	-142.129	0.000284413	0.000645078	0.000702647	0.0011375	0.3661274	1.71771	5.7242	2.39395	2.02323	10	10	10	10	10	10	10	10	10	10	93.6559	7.45206	36.6973	65.4465	1.80327	126.096	81.6823	375.157	1.65689	0.5640774	8.272924	0.6490729
284	0	-2982.9	-2847.12	-135.774	0.000340997	0.000616845	0.00125372	0.0011928	0.07986845	1.16574	1.44597	2.52041	1.61919	10	10	10	10	10	10	10	10	10	10	72.6877	53.7667	7.96505	85.3622	1.60352	58.1741	8.19527	48.4542	1.46764	0.1715952	8.272924	0.465447
285	0	-2982.21	-2846.72	-135.49	0.000262329	0.000568512	0.000661152	0.00122451	0.1807343	1.26879	1.86971	1.57956	0.954707	10	10	10	10	10	10	10	10	10	10	18.8149	37.3056	1.23479	216.236	1.93038	89.2455	107.891	4.89528	1.19105	0.4136849	8.272924	0.4368888
286	0	-2985.05	-2846.07	-138.983	0.000360701	0.000585101	0.00092724	0.00097847	0.007676952	5.63145	3.69163	1.67353	1.40056	10	10	10	10	10	10	10	10	10	10	121.536	18.9522	15.5977	102.376	1.38082	20.5629	67.2474	53.5876	1.49461	0.01729938	8.272924	0.4437704
287	0	-2980.78	-2842.43	-138.343	0.000313292	0.000694478	0.0010579	0.00134697	0.3294084	1.19695	1.85197	1.05763	0.962129	10	10	10	10	10	10	10	10	10	10	4.3144	54.1015	79.9035	89.1144	1.07418	16.6977	26.6934	292.283	2.65056	0.4538065	8.272924	0.7258786
288	0	-2984.63	-2845.7	-138.931	0.000306373	0.000650868	0.00115009	0.000801791	0.1532408	2.79448	3.00725	1.24589	1.45604	10	10	10	10	10	10	10	10	10	10	27.9004	471.493	200.913	37.4888	0.489501	66.4288	23.9433	371.957	0.90189	0.2544187	8.272924	0.6023172
289	0	-2968.99	-2850.55	-118.446	0.000215706	0.000863018	0.000763254	0.00132543	0.4961962	1.35347	4.30032	2.57772	0.921507	10	10	10	10	10	10	10	10	10	10	21.6656	15.3274	5.33093	289.99	0.597284	57.5581	114.194	26.8604	1.02512	0.6403792	8.272924	0.7748475
290	0	-2972.38	-2841.9	-130.481	0.000307569	0.000633945	0.000820013	0.00117927	0.1500502	1.98062	5.51052	1.27387	2.11986	10	10	10	10	10	10	10	10	10	10	31.063	177.32	48.8066	83.2263	0.741024	59.5445	53.0639	113.408	1.77527	0.2693573	8.272924	0.5570674
291	0	-2976.07	-2848.71	-127.358	0.000236776	0.000904911	0.000801515	0.00148609	0.1872087	1.23743	6.75327	3.27436	1.43312	10	10	10	10	10	10	10	10	10	10	157.986	19.1972	232.659	128.755	0.829507	31.4422	372.73	26.2172	1.10754	0.4729176	8.272924	0.3958591
292	0	-2979.87	-2847.22	-132.653	0.000277909	0.000694577	0.00101538	0.00158526	0.1928924	1.96911	2.19873	1.61844	1.50385	10	10	10	10	10	10	10	10	10	10	318.365	123.613	17.3464	83.1737	0.507309	51.0498	56.0832	94.7279	1.48459	0.2840043	8.272924	0.6791882
293	0	-2984.68	-2838.45	-146.236	0.000418905	0.000960018	0.000895555	0.00132743	0.1373168	1.67996	5.39364	1.36374	1.19519	10	10	10	10	10	10	10	10	10	10	51.7739	186.173	118.48	530.654	0.865007	123.182	197.065	134.04	1.80668	0.2864236	8.272924	0.4794185
294	0	-2981.81	-2842.95	-138.866	0.000273297	0.000565633	0.000750134	0.00129413	0.4902554	1.22079	5.24223	3.17457	2.37417	10	10	10	10	10	10	10	10	10	10	247.855	75.1455	27.4761	169.806	2.22116	251.26	76.6095	59.0114	1.1721	0.5159069	8.272924	0.9502789
295	0	-2979.48	-2851.11	-128.371	0.000348128	0.00117664	0.000949658	0.00147817	0.1057366	3.03444	1.47642	1.07083	1.70005	10	10	10	10	10	10	10	10	10	10	27.6898	47.1421	35.4214	212.063	0.900157	57.0081	140.151	45.7406	1.24623	0.1421101	8.272924	0.7440473
296	0	-2991.9	-2851.85	-140.051	0.000293944	0.000637308	0.000673649	0.00145408	0.2176016	2.18265	3.26001	1.98135	0.928963	10	10	10	10	10	10	10	10	10	10	34.0277	97.4626	48.2735	18.0025	1.40432	33.3125	21.3319	382.559	1.59639	0.4464217	8.272924	0.4874351
297	0	-3006.64	-2850.92	-155.714	0.000161332	0.000414511	0.000867934	0.00104127	0.08254037	1.63563	2.17628	3.56828	2.41048	10	10	10	10	10	10	10	10	10	10	71.8153	113.274	85.0447	9.12365	3.50528	6.3247	205.301	139.174	2.70563	0.1696451	8.272924	0.4865472
298	0	-2992.88	-2836.89	-155.995	0.000326692	0.000628755	0.0013005	0.00141625	0.4398859	2.41728	3.19811	3.63292	1.67749	10	10	10	10	10	10	10	10	10	10	75.6471	233.481	134.578	104.811	0.958244	7.78103	200.967	94.3553	3.39041	0.5455981	8.272924	0.8062454
299	0	-2990.22	-2842.19	-148.037	0.000541247	0.000923364	0.000769489	0.00107498	0.06019836	1.77295	1.83537	0.968278	1.84956	10	10	10	10	10	10	10	10	10	10	87.3927	100.772	53.6949	30.1379	0.983963	12.2726	37.6871	383.05	2.69886	0.1035679	8.272924	0.5812451
300	0	-2998.51	-2846.32	-152.192	0.000326269	0.000870664	0.0010442	0.00109744	0.2148609	2.11222	8.439	1.9775	1.79243	10	10	10	10	10	10	10	10	10	10	438.646	59.4617	81.4395	442.193	1.41495	33.356	41.5987	65.0459	1.22929	0.5348113	8.272924	0.4017509
301	1	-22297.5	-22045.3	-252.191	0.454143	0.0105265	0.326185	1.32112	0.0803298	0.648527	0.650119	1.69784	1.61274	10	10	10	10	10	10	10	10	10	10	50.6328	92.7779	109.214	321.459	40.7118	109.705	68.9909	58.6212	65.484	0.09786675	8.272924	0.8208079
302	1	-3589.3	-3361.75	-227.546	0.00468319	0.00158694	0.00337301	0.0127556	1.000841	0.352192	2.62954	1.16628	13.9552	10	10	10	10	10	10	10	10	10	10	51.0061	82.5135	106	278.274	47.4381	109.042	60.2095	46.9162	50.6065	0.8935624	8.272924	1.120058
303	1	-3144.14	-2914.78	-229.363	0.00177259	0.000913882	0.000918238	0.00249762	0.3566023	4.14263	4.40852	1.04677	1.48594	10	10	10	10	10	10	10	10	10	10	46.1994	77.1753	86.8446	315.954	35.4352	95.0845	54.8643	37.7517	51.634	0.4229406	8.272924	0.8431498
304	1	-3104.86	-2855.2	-249.663	0.000138847	0.00030743	0.000329384	0.00171499	1.564517	3.15092	3.91036	3.40348	1.74435	10	10	10	10	10	10	10	10	10	10	39.6374	61.0158	88.0695	387.601	41.6385	92.2721	67.0679	37.2688	37.9602	0.9829805	8.272924	1.591605
305	1	-3080.34	-2840.79	-239.544	0.000151564	0.000430087	0.000450764	0.00058965	0.8970506	4.00341	6.63988	2.7309	1.89676	10	10	10	10	10	10	10	10	10	10	40.6344	78.4096	100.607	468.342	65.6452	73.4131	57.5681	43.2642	30.4737	0.7336141	8.272924	1.222783
306	1	-3085.12	-2848.31	-236.809	0.000117158	0.000191229	0.000490667	0.000498221	0.1551246	1.97813	6.80115	2.28487	1.35967	10	10	10	10	10	10	10	10	10	10	34.841	63.9959	87.9048	315.315	70.8246	65.5615	59.5725	36.734	21.7733	0.284441	8.272924	0.5453665
307	1	-3071.38	-2836.53	-234.846	0.000118804	0.000193804	0.000297201	0.000664953	0.01233947	1.51203	2.34942	1.91995	1.63863	10	10	10	10	10	10	10	10	10	10	26.1085	77.3477	96.7762	293.925	82.0703	63.575	53.3298	41.3818	17.5799	0.04052597	8.272924	0.3044829
308	1	-3059.77	-2844.44	-215.329	0.000198816	0.000576596	0.00070371	0.000918423	0.05160291	2.70803	5.25434	2.38659	2.26113	10	10	10	10	10	10	10	10	10	10	30.1614	72.6652	109.588	300.21	105.11	64.8496	53.859	35.8633	13.802	0.0862725	8.272924	0.5981386
309	1	-3060.84	-2844.93	-215.917	0.000152886	0.000288326	0.000445264	0.000761087	0.06785624	3.58135	5.0657	2.64405	1.75649	10	10	10	10	10	10	10	10	10	10	20.7556	92.2135	107.796	298.851	130.05	63.6609	66.3047	34.3851	11.0676	0.125832	8.272924	0.5392605
310	1	-3046.76	-2843.35	-203.404	0.000140382	0.000482695	0.00060065	0.00054443	0.01369779	1.87989	3.00461	4.21291	1.50618	10	10	10	10	10	10	10	10	10	10	21.1047	114.235	89.3476	224.295	111.946	81.1478	70.1973	43.4461	10.2232	0.03192623	8.272924	0.4290451
311	1	-3056.17	-2850.96	-205.205	0.000125976	0.000531936	0.000647317	0.000755873	0.2305108	1.71982	4.79472	1.38131	0.84247	10	10	10	10	10	10	10	10	10	10	18.9177	111.903	96.625	218.13	117.481	87.6511	87.5486	33.8711	9.07948	0.3757097	8.272924	0.6135343
312	1	-3052.89	-2845.34	-207.553	0.000150357	0.000399539	0.000744116	0.000934858	0.008202986	1.41596	5.05758	1.8052	1.96372	10	10	10	10	10	10	10	10	10	10	17.5438	105.463	107.503	193.704	154.31	75.4239	85.1767	22.5848	9.10434	0.01865156	8.272924	0.4398016
313	1	-3069.7	-2852.21	-217.487	0.00011324	0.00058901	0.000453877	0.000784249	0.3421479	3.03142	6.55936	4.21533	2.42927	10	10	10	10	10	10	10	10	10	10	19.6023	123.655	106.14	232.369	165.301	88.3892	96.535	22.9976	10.3355	0.4973848	8.272924	0.6878939
314	1	-3059.14	-2851.99	-207.15	0.000219722	0.000483348	0.000552571	0.000785405	0.1672702	3.57677	2.46975	3.18318	1.76268	10	10	10	10	10	10	10	10	10	10	17.89	91.328	91.223	200.49	206.632	78.1795	83.3344	15.5706	6.84849	0.3847429	8.272924	0.4347584
315	1	-3052.69	-2848.62	-204.068	0.00024934	0.000402061	0.000633635	0.000580937	0.7587127	3.50936	3.5084	1.01436	0.752084	10	10	10	10	10	10	10	10	10	10	16.2993	109.464	79.8338	162.229	205.305	88.2042	86.1855	14.8411	7.25811	0.8821761	8.272924	0.8600467
316	1	-3050.2	-2843.95	-206.249	0.000158413	0.000328464	0.000500805	0.00055868	0.392393	3.47822	1.56424	0.841723	2.47295	10	10	10	10	10	10	10	10	10	10	16.3366	103.265	96.7618	106.684	197.708	98.015	98.6137	16.0068	10.0244	0.5372977	8.272924	0.7303084
317	1	-3058.36	-2850.36	-208.003	0.000157883	0.00028595	0.00041126	0.000805404	0.01884718	4.43354	1.08307	2.25313	1.17778	10	10	10	10	10	10	10	10	10	10	20.394	84.5416	117.428	143.953	183.895	132.325	73.9412	12.845	9.84353	0.04264464	8.272924	0.4419589
318	1	-3053.73	-2847.41	-206.319	0.000126734	0.000509213	0.000577135	0.000663728	0.03158414	3.13443	2.37228	3.0128	1.02339	10	10	10	10	10	10	10	10	10	10	17.0838	73.9298	123.939	192.555	203.841	141.429	60.051	14.8096	11.394	0.08620219	8.272924	0.366396
319	1	-3060.29	-2854.77	-205.526	9.67079e-05	0.000409956	0.000694997	0.000725819	0.08694951	2.1886	1.6915	0.737321	1.58911	10	10	10	10	10	10	10	10	10	10	14.4336	74.9436	123.808	185.31	176.812	152.577	61.1904	15.677	9.29811	0.2911851	8.272924	0.2986057
320	1	-3055.78	-2851.64	-204.147	0.000212451	0.00022758	0.000412806	0.000927151	0.08918253	2.86622	2.13885	1.01921	2.45911	10	10	10	10	10	10	10	10	10	10	17.7323	71.4515	121.776	122.59	175.658	98.4837	45.6322	17.6776	8.0113	0.155096	8.272924	0.5750148
321	1	-3034.12	-2846.27	-187.843	0.000101299	0.000300456	0.000562836	0.00100235	0.03367112	1.15074	1.18953	1.35539	2.10425	10	10	10	10	10	10	10	10	10	10	19.7593	73.2784	120.292	150.555	174.021	86.606	38.5957	19.3881	7.19381	0.07083034	8.272924	0.4753771
322	1	-3046.1	-2836.98	-209.117	0.000115491	0.00040542	0.000503406	0.000789427	0.1733049	1.79777	4.38469	1.88497	1.48456	10	10	10	10	10	10	10	10	10	10	26.1812	161.066	136.095	82.9682	132.33	59.4932	41.6034	16.2964	9.30302	0.2344392	8.272924	0.7392316
323	1	-3034.13	-2840.12	-194.006	0.000160252	0.00022207	0.000419669	0.000792333	0.3028626	1.63896	2.17596	1.86434	1.32419	10	10	10	10	10	10	10	10	10	10	13.5101	108.421	180.756	122.837	79.4956	54.619	37.6428	18.9634	7.46539	0.6077392	8.272924	0.498343
324	1	-3039.26	-2842.44	-196.814	0.000156524	0.000285775	0.000482881	0.000640117	0.01640805	1.87781	3.51818	1.87587	1.44055	10	10	10	10	10	10	10	10	10	10	5.61896	114.36	271.691	154.762	96.4783	51.8442	48.2912	4.78272	6.90576	0.02296952	8.272924	0.7143399
325	1	-3040.41	-2843.63	-196.779	0.000113833	0.000494342	0.00027803	0.000634735	0.2257178	1.6019	3.81878	1.34246	2.11108	10	10	10	10	10	10	10	10	10	10	5.0586	106.042	294.236	90.3589	129.523	39.433	44.7165	4.38968	9.48816	0.5934831	8.272924	0.3803273
326	1	-3048.41	-2855.35	-193.064	0.000220398	0.000522114	0.000652989	0.000586397	0.1328708	1.8436	6.20049	1.39698	1.46055	10	10	10	10	10	10	10	10	10	10	5.56014	122.795	309.303	129.587	153.378	58.1273	70.2867	3.23403	7.53123	0.2571843	8.272924	0.5166365
327	1	-3040.14	-2840.85	-199.288	0.000152398	0.00040357	0.000621215	0.000873268	0.02804453	2.06982	10.7154	1.54361	1.2143	10	10	10	10	10	10	10	10	10	10	7.39008	229.683	266.692	81.7973	233.521	58.412	59.7661	2.73366	7.99621	0.1040831	8.272924	0.2694436
328	1	-3036.74	-2843.89	-192.85	0.000114004	0.000315986	0.000582814	0.000618336	0.02346599	1.37436	1.92981	1.23417	0.925223	10	10	10	10	10	10	10	10	10	10	7.92683	222.64	304.117	48.9657	157.898	48.4503	57.7377	4.18683	10.1639	0.06225051	8.272924	0.3769607
329	1	-3048.57	-2841.71	-206.86	0.000164534	0.000384857	0.000724824	0.000729844	0.1190038	1.10648	2.38862	1.08192	2.1582	10	10	10	10	10	10	10	10	10	10	10.144	219.587	251.175	60.1772	125.866	48.3326	49.7079	4.62406	7.18279	0.2615835	8.272924	0.4549363
330	1	-3046.19	-2847.34	-198.856	0.000194025	0.000334529	0.000576846	0.000931002	0.2077072	0.825039	1.06979	1.14182	2.12373	10	10	10	10	10	10	10	10	10	10	16.765	135.576	326.902	63.3409	63.7317	36.4318	62.9063	6.3856	8.20816	0.3788725	8.272924	0.5482245
331	1	-3045.29	-2844.32	-200.968	0.000111734	0.000422161	0.000471776	0.000798622	0.490883	1.03112	3.36769	1.62024	1.7469	10	10	10	10	10	10	10	10	10	10	18.2334	163.072	371.633	69.8463	116.303	36.5757	66.1841	3.5072	10.9842	0.7075214	8.272924	0.6938066
332	1	-3058.44	-2852.92	-205.523	0.000164034	0.000359569	0.00073197	0.000747471	0.5795996	3.46691	2.42064	2.49989	1.98059	10	10	10	10	10	10	10	10	10	10	19.5194	191.268	438.862	43.714	151.814	24.614	74.8203	4.93103	11.2247	0.6801302	8.272924	0.8521893
333	1	-3060.12	-2854.1	-206.015	0.000136965	0.000560048	0.000609094	0.000654539	0.1609741	2.75402	3.69493	3.90887	0.788021	10	10	10	10	10	10	10	10	10	10	13.7369	179.249	406.383	85.0879	198.662	44.466	74.9919	7.06004	10.3162	0.2928366	8.272924	0.5497062
334	1	-3068.98	-2857.5	-211.483	0.000114887	0.00036409	0.000656214	0.000709904	1.046331	1.24409	3.86547	2.09439	1.18776	10	10	10	10	10	10	10	10	10	10	19.1296	155.706	480.173	69.8336	222.637	106.201	57.9488	7.39892	12.7837	0.9579878	8.272924	1.092217
335	1	-3052.44	-2847.84	-204.608	0.000132922	0.000328813	0.00081842	0.000574657	0.1881084	1.69875	4.07903	1.76764	2.07408	10	10	10	10	10	10	10	10	10	10	18.0346	115.815	324.968	84.2325	206.769	109.436	93.029	13.2488	8.32363	0.3237537	8.272924	0.5810233
336	1	-3062.45	-2856.08	-206.368	9.26342e-05	0.000265054	0.000778583	0.000920522	0.3585837	1.84975	5.78573	1.94699	0.961045	10	10	10	10	10	10	10	10	10	10	24.8594	199.337	390.638	96.5604	193.753	75.3084	80.193	21.1696	8.3309	0.48134	8.272924	0.7449697
337	1	-3039.04	-2843.33	-195.703	0.000202217	0.000482855	0.00103874	0.000734746	0.300126	2.34927	4.9163	1.20618	1.46734	10	10	10	10	10	10	10	10	10	10	28.8078	281.755	383.072	127.743	228.525	62.1821	96.4267	20.2084	6.38485	0.4443104	8.272924	0.6754873
338	1	-3048.19	-2852.77	-195.412	0.00011088	0.000595566	0.000462104	0.000721265	0.1520557	1.28965	3.43035	1.6822	0.732663	10	10	10	10	10	10	10	10	10	10	24.9991	330.313	447.757	76.1037	164.481	33.8284	151.917	24.7156	8.21307	0.2482226	8.272924	0.6125781
339	1	-3053.89	-2844.09	-209.804	0.000272178	0.000440091	0.000431497	0.0007375	0.9409247	2.23088	3.71949	1.8726	1.18402	10	10	10	10	10	10	10	10	10	10	21.2449	335.692	475.456	92.1205	178.791	22.2313	105.916	25.5115	5.85611	0.7852648	8.272924	1.198226
340	1	-3052.08	-2848.83	-203.252	0.000180287	0.000392932	0.000590185	0.000701274	0.5968778	0.7241	4.36657	1.61381	0.8428	10	10	10	10	10	10	10	10	10	10	22.6155	285.129	237.368	115.077	123.324	28.4759	128.597	30.9771	6.2433	0.6975384	8.272924	0.8556917
341	1	-3048.98	-2843.18	-205.805	0.000132788	0.000478832	0.000905209	0.000854586	0.1241572	2.44019	3.87012	2.22855	1.3576	10	10	10	10	10	10	10	10	10	10	39.7366	390.239	306.395	155.054	149.611	29.3862	109.575	28.1633	9.52822	0.2112917	8.272924	0.5876104
342	1	-3048.78	-2841.21	-207.571	0.000184716	0.000376864	0.000604064	0.000760263	0.2756897	3.37035	1.61762	1.93281	1.5441	10	10	10	10	10	10	10	10	10	10	74.9086	297.503	213.041	181.768	66.9526	153.581	107.758	56.1493	6.017	0.4285944	8.272924	0.6432415
343	1	-3055.21	-2846.74	-208.467	0.000121828	0.000449434	0.000587824	0.000821078	0.3607417	1.18627	1.52858	1.18756	2.09803	10	10	10	10	10	10	10	10	10	10	96.4916	553.098	146.887	132.608	85.4158	59.3267	180.94	79.1539	10.223	0.3722389	8.272924	0.9691133
344	1	-3052.62	-2837.98	-214.64	0.000216568	0.000415864	0.000686147	0.000679698	0.02232484	2.50675	3.41347	2.11683	2.22581	10	10	10	10	10	10	10	10	10	10	123.054	298.174	103.719	90.8016	50.1065	62.5718	85.0082	63.1484	11.0936	0.06395266	8.272924	0.3490838
345	1	-3039.52	-2839.87	-199.647	0.00011883	0.00034058	0.000521748	0.000864194	0.1495739	1.31594	3.72522	2.26191	1.7806	10	10	10	10	10	10	10	10	10	10	44.1844	88.1683	87.4356	210.829	23.2686	159.946	10.3906	121.493	6.82992	0.3132007	8.272924	0.4775656
346	1	-3051.63	-2854.63	-196.999	6.43663e-05	0.000564364	0.000701864	0.000606755	0.06700039	3.41055	1.25007	2.56057	1.79289	10	10	10	10	10	10	10	10	10	10	52.2677	68.7257	202.744	234.314	11.0206	239.026	20.7679	114.119	6.33865	0.1562209	8.272924	0.4288824
347	1	-3061.09	-2846.86	-214.227	8.60285e-05	0.000339845	0.000569801	0.000490969	0.1083195	1.60073	1.40415	1.2917	1.48643	10	10	10	10	10	10	10	10	10	10	46.3869	65.9027	209.399	116.941	10.2364	125.824	58.1624	110.568	17.3984	0.2345384	8.272924	0.4618413
348	1	-3060.87	-2848.07	-212.796	0.000151217	0.00040169	0.000621812	0.000517513	0.1218094	0.712889	2.47279	1.58049	1.87902	10	10	10	10	10	10	10	10	10	10	30.2124	27.273	137.45	131.794	14.0759	162.506	55.815	133.499	14.4516	0.2313572	8.272924	0.5264992
349	1	-3054.86	-2845.57	-209.284	0.000120727	0.00048416	0.000516521	0.000578847	0.04700756	1.65489	3.34908	1.15205	2.01195	10	10	10	10	10	10	10	10	10	10	21.7682	59.9302	29.6146	116.821	6.57329	131.354	34.7706	176.534	10.4631	0.1112389	8.272924	0.4225821
350	1	-3060.22	-2848.58	-211.643	0.000147128	0.000389376	0.000533844	0.000590916	0.4391528	1.32292	2.98995	2.12028	1.89321	10	10	10	10	10	10	10	10	10	10	23.7665	122.275	49.9486	157.808	11.4342	235.714	99.7081	110.981	10.8231	0.5811985	8.272924	0.7555987
351	1	-3058.48	-2844.34	-214.145	0.000239458	0.000354753	0.000673145	0.000797467	0.2961782	3.21593	2.5576	0.94409	1.49876	10	10	10	10	10	10	10	10	10	10	43.2859	187.16	43.079	103.95	19.2248	108.451	280.076	89.2913	8.75526	0.6428102	8.272924	0.4607553
352	1	-3065.38	-2844.97	-220.41	0.000128739	0.000395309	0.000395001	0.000433613	0.217787	2.13627	1.06209	1.59865	1.0586	10	10	10	10	10	10	10	10	10	10	22.7917	121.621	25.966	167.694	9.80728	59.5349	190.257	54.0896	16.0008	0.3414112	8.272924	0.6379023
353	1	-3075.93	-2848.73	-227.195	9.27695e-05	0.00031406	0.000644671	0.000899126	1.254823	3.88059	2.30125	10.1362	1.0944	10	10	10	10	10	10	10	10	10	10	19.1404	124.252	36.4431	324.71	9.55511	68.3547	148.718	30.8276	18.989	0.7397288	8.272924	1.696328
354	1	-3062.76	-2846.7	-216.054	8.54747e-05	0.000177711	0.000813592	0.000695769	0.1815866	3.11636	1.38135	1.11795	2.01008	10	10	10	10	10	10	10	10	10	10	21.6746	73.3375	18.6641	221.325	4.96134	178.516	183.663	18.8252	14.5306	0.3587997	8.272924	0.5060946
355	1	-3052.92	-2844.25	-208.674	0.000182676	0.000437232	0.000386554	0.000630118	0.3748839	1.38401	1.82701	1.40753	1.2997	10	10	10	10	10	10	10	10	10	10	25.0491	99.1037	1.76774	337.911	3.59034	214.253	309.797	8.89225	17.2861	0.6378377	8.272924	0.5877419
356	1	-3047.65	-2842.04	-205.604	0.000221632	0.000408711	0.000638712	0.000829789	0.003262775	3.62845	3.85414	2.74523	2.45973	10	10	10	10	10	10	10	10	10	10	40.6149	158.217	13.2514	141.412	5.25161	220.921	172.643	8.44591	9.90175	0.0102749	8.272924	0.3175483
357	1	-3043.69	-2840.31	-203.385	0.000145862	0.000457687	0.000467991	0.000899328	0.5421388	3.27987	2.7082	0.949597	2.29826	10	10	10	10	10	10	10	10	10	10	36.7078	144.189	11.1088	82.1982	8.51227	159.54	206.229	10.7602	9.35358	0.650958	8.272924	0.8328322
